train_number,train_type,from_station,to_station,from_time,to_time,day,block_section_km,from_dt,to_dt,occupancy_duration_mins
1101,Exp,VVH,GC,15:51:00,15:53:00,1.0,1.4132065763454242,1900-01-01 15:51:00,1900-01-01 15:53:00,2.0
1101,Exp,GC,VK,15:53:00,15:57:00,1.0,3.5547276053598265,1900-01-01 15:53:00,1900-01-01 15:57:00,4.0
1101,Exp,VK,KJMG,15:57:00,15:59:00,1.0,1.8039176035731728,1900-01-01 15:57:00,1900-01-01 15:59:00,2.0
1101,Exp,KJMG,BND,15:59:00,16:01:00,1.0,1.8158794735791883,1900-01-01 15:59:00,1900-01-01 16:01:00,2.0
1101,Exp,BND,NHU,16:01:00,16:02:00,1.0,1.7202129703797415,1900-01-01 16:01:00,1900-01-01 16:02:00,1.0
1101,Exp,NHU,MLND,16:02:00,16:05:00,1.0,2.244237224391905,1900-01-01 16:02:00,1900-01-01 16:05:00,3.0
1101,Exp,MLND,TNA,16:05:00,16:08:00,1.0,2.447293834913083,1900-01-01 16:05:00,1900-01-01 16:08:00,3.0
1101,Exp,TNA,KLVA,16:08:00,16:10:00,1.0,2.600295463792782,1900-01-01 16:08:00,1900-01-01 16:10:00,2.0
1101,Exp,KLVA,MBQ,16:10:00,16:15:00,1.0,2.7662356287588663,1900-01-01 16:10:00,1900-01-01 16:15:00,5.0
1101,Exp,MBQ,DIVA,16:15:00,16:18:00,1.0,1.9685697337077408,1900-01-01 16:15:00,1900-01-01 16:18:00,3.0
1101,Exp,DIVA,KOPR,16:18:00,16:22:00,1.0,4.555570225653277,1900-01-01 16:18:00,1900-01-01 16:22:00,4.0
1101,Exp,KOPR,DI,16:22:00,16:24:00,1.0,1.220182846316476,1900-01-01 16:22:00,1900-01-01 16:24:00,2.0
1101,Exp,DI,THK,16:24:00,16:25:00,1.0,1.4090482190996862,1900-01-01 16:24:00,1900-01-01 16:25:00,1.0
1101,Exp,THK,KYN,16:25:00,16:30:00,1.0,3.510173529632634,1900-01-01 16:25:00,1900-01-01 16:30:00,5.0
1101,Exp,KYN,SHAD,16:35:00,16:39:00,1.0,3.227998859493045,1900-01-01 16:35:00,1900-01-01 16:39:00,4.0
1101,Exp,SHAD,ABY,16:39:00,16:43:00,1.0,2.8924472381659814,1900-01-01 16:39:00,1900-01-01 16:43:00,4.0
1101,Exp,ABY,TLA,16:43:00,16:49:00,1.0,4.5747249956740985,1900-01-01 16:43:00,1900-01-01 16:49:00,6.0
1101,Exp,TLA,KDV,16:49:00,16:59:00,1.0,6.848859240216618,1900-01-01 16:49:00,1900-01-01 16:59:00,10.0
1101,Exp,KDV,VSD,16:59:00,17:09:00,1.0,7.586612444322933,1900-01-01 16:59:00,1900-01-01 17:09:00,10.0
1101,Exp,VSD,ASO,17:09:00,17:16:00,1.0,5.576077807583285,1900-01-01 17:09:00,1900-01-01 17:16:00,7.0
1101,Exp,ASO,ATG,17:16:00,17:21:00,1.0,7.403651733762078,1900-01-01 17:16:00,1900-01-01 17:21:00,5.0
1101,Exp,ATG,KE,17:21:00,17:44:00,1.0,10.970160783607048,1900-01-01 17:21:00,1900-01-01 17:44:00,23.0
1101,Exp,KE,KSRA,17:44:00,18:01:00,1.0,11.115703163689956,1900-01-01 17:44:00,1900-01-01 18:01:00,17.0
1102,Exp,KSRA,KE,09:41:00,09:55:00,2.0,11.115703163689956,1900-01-01 09:41:00,1900-01-01 09:55:00,14.0
1102,Exp,KE,ATG,09:55:00,10:15:00,2.0,10.970160783607048,1900-01-01 09:55:00,1900-01-01 10:15:00,20.0
1102,Exp,ATG,ASO,10:15:00,10:19:00,2.0,7.403651733762078,1900-01-01 10:15:00,1900-01-01 10:19:00,4.0
1102,Exp,ASO,VSD,10:19:00,10:25:00,2.0,5.576077807583285,1900-01-01 10:19:00,1900-01-01 10:25:00,6.0
1102,Exp,VSD,KDV,10:25:00,10:33:00,2.0,7.586612444322933,1900-01-01 10:25:00,1900-01-01 10:33:00,8.0
1102,Exp,KDV,TLA,10:33:00,10:42:00,2.0,6.848859240216618,1900-01-01 10:33:00,1900-01-01 10:42:00,9.0
1102,Exp,TLA,ABY,10:42:00,10:47:00,2.0,4.5747249956740985,1900-01-01 10:42:00,1900-01-01 10:47:00,5.0
1102,Exp,ABY,SHAD,10:47:00,10:50:00,2.0,2.8924472381659814,1900-01-01 10:47:00,1900-01-01 10:50:00,3.0
1102,Exp,SHAD,KYN,10:50:00,10:55:00,2.0,3.227998859493045,1900-01-01 10:50:00,1900-01-01 10:55:00,5.0
1102,Exp,KYN,THK,11:00:00,11:06:00,2.0,3.510173529632634,1900-01-01 11:00:00,1900-01-01 11:06:00,6.0
1102,Exp,THK,DI,11:06:00,11:09:00,2.0,1.4090482190996862,1900-01-01 11:06:00,1900-01-01 11:09:00,3.0
1102,Exp,DI,KOPR,11:09:00,11:11:00,2.0,1.220182846316476,1900-01-01 11:09:00,1900-01-01 11:11:00,2.0
1102,Exp,KOPR,DIVA,11:11:00,11:18:00,2.0,4.555570225653277,1900-01-01 11:11:00,1900-01-01 11:18:00,7.0
1102,Exp,DIVA,MBQ,11:18:00,11:23:00,2.0,1.9685697337077408,1900-01-01 11:18:00,1900-01-01 11:23:00,5.0
1102,Exp,MBQ,KLVA,11:23:00,11:30:00,2.0,2.7662356287588663,1900-01-01 11:23:00,1900-01-01 11:30:00,7.0
1102,Exp,KLVA,TNA,11:30:00,11:35:00,2.0,2.600295463792782,1900-01-01 11:30:00,1900-01-01 11:35:00,5.0
1102,Exp,TNA,MLND,11:35:00,11:39:00,2.0,2.447293834913083,1900-01-01 11:35:00,1900-01-01 11:39:00,4.0
1102,Exp,MLND,NHU,11:39:00,11:43:00,2.0,2.244237224391905,1900-01-01 11:39:00,1900-01-01 11:43:00,4.0
1102,Exp,NHU,BND,11:43:00,11:46:00,2.0,1.7202129703797415,1900-01-01 11:43:00,1900-01-01 11:46:00,3.0
1102,Exp,BND,KJMG,11:46:00,11:49:00,2.0,1.8158794735791883,1900-01-01 11:46:00,1900-01-01 11:49:00,3.0
1102,Exp,KJMG,VK,11:49:00,11:52:00,2.0,1.8039176035731728,1900-01-01 11:49:00,1900-01-01 11:52:00,3.0
1102,Exp,VK,GC,11:52:00,11:58:00,2.0,3.5547276053598265,1900-01-01 11:52:00,1900-01-01 11:58:00,6.0
1102,Exp,GC,VVH,11:58:00,12:00:00,2.0,1.4132065763454242,1900-01-01 11:58:00,1900-01-01 12:00:00,2.0
4115,Exp,KSRA,KE,12:17:00,12:34:00,2.0,11.115703163689956,1900-01-01 12:17:00,1900-01-01 12:34:00,17.0
4115,Exp,KE,ATG,12:34:00,12:56:00,2.0,10.970160783607048,1900-01-01 12:34:00,1900-01-01 12:56:00,22.0
4115,Exp,ATG,ASO,12:56:00,13:00:00,2.0,7.403651733762078,1900-01-01 12:56:00,1900-01-01 13:00:00,4.0
4115,Exp,ASO,VSD,13:00:00,13:08:00,2.0,5.576077807583285,1900-01-01 13:00:00,1900-01-01 13:08:00,8.0
4115,Exp,VSD,KDV,13:08:00,13:17:00,2.0,7.586612444322933,1900-01-01 13:08:00,1900-01-01 13:17:00,9.0
4115,Exp,KDV,TLA,13:17:00,13:26:00,2.0,6.848859240216618,1900-01-01 13:17:00,1900-01-01 13:26:00,9.0
4115,Exp,TLA,ABY,13:26:00,13:32:00,2.0,4.5747249956740985,1900-01-01 13:26:00,1900-01-01 13:32:00,6.0
4115,Exp,ABY,SHAD,13:32:00,13:36:00,2.0,2.8924472381659814,1900-01-01 13:32:00,1900-01-01 13:36:00,4.0
4115,Exp,SHAD,KYN,13:36:00,13:40:00,2.0,3.227998859493045,1900-01-01 13:36:00,1900-01-01 13:40:00,4.0
4115,Exp,KYN,THK,13:45:00,13:50:00,2.0,3.510173529632634,1900-01-01 13:45:00,1900-01-01 13:50:00,5.0
4115,Exp,THK,DI,13:50:00,13:52:00,2.0,1.4090482190996862,1900-01-01 13:50:00,1900-01-01 13:52:00,2.0
4115,Exp,DI,KOPR,13:52:00,13:53:00,2.0,1.220182846316476,1900-01-01 13:52:00,1900-01-01 13:53:00,1.0
4115,Exp,KOPR,DIVA,13:53:00,13:59:00,2.0,4.555570225653277,1900-01-01 13:53:00,1900-01-01 13:59:00,6.0
4115,Exp,DIVA,MBQ,13:59:00,14:03:00,2.0,1.9685697337077408,1900-01-01 13:59:00,1900-01-01 14:03:00,4.0
4115,Exp,MBQ,KLVA,14:03:00,14:09:00,2.0,2.7662356287588663,1900-01-01 14:03:00,1900-01-01 14:09:00,6.0
4115,Exp,KLVA,TNA,14:09:00,14:12:00,2.0,2.600295463792782,1900-01-01 14:09:00,1900-01-01 14:12:00,3.0
4115,Exp,TNA,MLND,14:12:00,14:15:00,2.0,2.447293834913083,1900-01-01 14:12:00,1900-01-01 14:15:00,3.0
4115,Exp,MLND,NHU,14:15:00,14:18:00,2.0,2.244237224391905,1900-01-01 14:15:00,1900-01-01 14:18:00,3.0
4115,Exp,NHU,BND,14:18:00,14:20:00,2.0,1.7202129703797415,1900-01-01 14:18:00,1900-01-01 14:20:00,2.0
4115,Exp,BND,KJMG,14:20:00,14:23:00,2.0,1.8158794735791883,1900-01-01 14:20:00,1900-01-01 14:23:00,3.0
4115,Exp,KJMG,VK,14:23:00,14:25:00,2.0,1.8039176035731728,1900-01-01 14:23:00,1900-01-01 14:25:00,2.0
4115,Exp,VK,GC,14:25:00,14:30:00,2.0,3.5547276053598265,1900-01-01 14:25:00,1900-01-01 14:30:00,5.0
4115,Exp,GC,VVH,14:30:00,14:32:00,2.0,1.4132065763454242,1900-01-01 14:30:00,1900-01-01 14:32:00,2.0
4116,Exp,VVH,GC,15:51:00,15:53:00,1.0,1.4132065763454242,1900-01-01 15:51:00,1900-01-01 15:53:00,2.0
4116,Exp,GC,VK,15:53:00,15:57:00,1.0,3.5547276053598265,1900-01-01 15:53:00,1900-01-01 15:57:00,4.0
4116,Exp,VK,KJMG,15:57:00,15:59:00,1.0,1.8039176035731728,1900-01-01 15:57:00,1900-01-01 15:59:00,2.0
4116,Exp,KJMG,BND,15:59:00,16:01:00,1.0,1.8158794735791883,1900-01-01 15:59:00,1900-01-01 16:01:00,2.0
4116,Exp,BND,NHU,16:01:00,16:02:00,1.0,1.7202129703797415,1900-01-01 16:01:00,1900-01-01 16:02:00,1.0
4116,Exp,NHU,MLND,16:02:00,16:05:00,1.0,2.244237224391905,1900-01-01 16:02:00,1900-01-01 16:05:00,3.0
4116,Exp,MLND,TNA,16:05:00,16:07:00,1.0,2.447293834913083,1900-01-01 16:05:00,1900-01-01 16:07:00,2.0
4116,Exp,TNA,KLVA,16:07:00,16:10:00,1.0,2.600295463792782,1900-01-01 16:07:00,1900-01-01 16:10:00,3.0
4116,Exp,KLVA,MBQ,16:10:00,16:15:00,1.0,2.7662356287588663,1900-01-01 16:10:00,1900-01-01 16:15:00,5.0
4116,Exp,MBQ,DIVA,16:15:00,16:17:00,1.0,1.9685697337077408,1900-01-01 16:15:00,1900-01-01 16:17:00,2.0
4116,Exp,DIVA,KOPR,16:17:00,16:22:00,1.0,4.555570225653277,1900-01-01 16:17:00,1900-01-01 16:22:00,5.0
4116,Exp,KOPR,DI,16:22:00,16:23:00,1.0,1.220182846316476,1900-01-01 16:22:00,1900-01-01 16:23:00,1.0
4116,Exp,DI,THK,16:23:00,16:25:00,1.0,1.4090482190996862,1900-01-01 16:23:00,1900-01-01 16:25:00,2.0
4116,Exp,THK,KYN,16:25:00,16:30:00,1.0,3.510173529632634,1900-01-01 16:25:00,1900-01-01 16:30:00,5.0
4116,Exp,KYN,SHAD,16:33:00,16:37:00,1.0,3.227998859493045,1900-01-01 16:33:00,1900-01-01 16:37:00,4.0
4116,Exp,SHAD,ABY,16:37:00,16:41:00,1.0,2.8924472381659814,1900-01-01 16:37:00,1900-01-01 16:41:00,4.0
4116,Exp,ABY,TLA,16:41:00,16:47:00,1.0,4.5747249956740985,1900-01-01 16:41:00,1900-01-01 16:47:00,6.0
4116,Exp,TLA,KDV,16:47:00,16:57:00,1.0,6.848859240216618,1900-01-01 16:47:00,1900-01-01 16:57:00,10.0
4116,Exp,KDV,VSD,16:57:00,17:07:00,1.0,7.586612444322933,1900-01-01 16:57:00,1900-01-01 17:07:00,10.0
4116,Exp,VSD,ASO,17:07:00,17:14:00,1.0,5.576077807583285,1900-01-01 17:07:00,1900-01-01 17:14:00,7.0
4116,Exp,ASO,ATG,17:14:00,17:19:00,1.0,7.403651733762078,1900-01-01 17:14:00,1900-01-01 17:19:00,5.0
4116,Exp,ATG,KE,17:19:00,17:43:00,1.0,10.970160783607048,1900-01-01 17:19:00,1900-01-01 17:43:00,24.0
4116,Exp,KE,KSRA,17:43:00,18:00:00,1.0,11.115703163689956,1900-01-01 17:43:00,1900-01-01 18:00:00,17.0
5649,Exp,VVH,GC,15:51:00,15:53:00,1.0,1.4132065763454242,1900-01-01 15:51:00,1900-01-01 15:53:00,2.0
5649,Exp,GC,VK,15:53:00,15:57:00,1.0,3.5547276053598265,1900-01-01 15:53:00,1900-01-01 15:57:00,4.0
5649,Exp,VK,KJMG,15:57:00,15:59:00,1.0,1.8039176035731728,1900-01-01 15:57:00,1900-01-01 15:59:00,2.0
5649,Exp,KJMG,BND,15:59:00,16:01:00,1.0,1.8158794735791883,1900-01-01 15:59:00,1900-01-01 16:01:00,2.0
5649,Exp,BND,NHU,16:01:00,16:02:00,1.0,1.7202129703797415,1900-01-01 16:01:00,1900-01-01 16:02:00,1.0
5649,Exp,NHU,MLND,16:02:00,16:05:00,1.0,2.244237224391905,1900-01-01 16:02:00,1900-01-01 16:05:00,3.0
5649,Exp,MLND,TNA,16:05:00,16:07:00,1.0,2.447293834913083,1900-01-01 16:05:00,1900-01-01 16:07:00,2.0
5649,Exp,TNA,KLVA,16:07:00,16:10:00,1.0,2.600295463792782,1900-01-01 16:07:00,1900-01-01 16:10:00,3.0
5649,Exp,KLVA,MBQ,16:10:00,16:15:00,1.0,2.7662356287588663,1900-01-01 16:10:00,1900-01-01 16:15:00,5.0
5649,Exp,MBQ,DIVA,16:15:00,16:17:00,1.0,1.9685697337077408,1900-01-01 16:15:00,1900-01-01 16:17:00,2.0
5649,Exp,DIVA,KOPR,16:17:00,16:22:00,1.0,4.555570225653277,1900-01-01 16:17:00,1900-01-01 16:22:00,5.0
5649,Exp,KOPR,DI,16:22:00,16:23:00,1.0,1.220182846316476,1900-01-01 16:22:00,1900-01-01 16:23:00,1.0
5649,Exp,DI,THK,16:23:00,16:25:00,1.0,1.4090482190996862,1900-01-01 16:23:00,1900-01-01 16:25:00,2.0
5649,Exp,THK,KYN,16:25:00,16:30:00,1.0,3.510173529632634,1900-01-01 16:25:00,1900-01-01 16:30:00,5.0
5649,Exp,KYN,SHAD,16:35:00,16:39:00,1.0,3.227998859493045,1900-01-01 16:35:00,1900-01-01 16:39:00,4.0
5649,Exp,SHAD,ABY,16:39:00,16:43:00,1.0,2.8924472381659814,1900-01-01 16:39:00,1900-01-01 16:43:00,4.0
5649,Exp,ABY,TLA,16:43:00,16:49:00,1.0,4.5747249956740985,1900-01-01 16:43:00,1900-01-01 16:49:00,6.0
5649,Exp,TLA,KDV,16:49:00,16:59:00,1.0,6.848859240216618,1900-01-01 16:49:00,1900-01-01 16:59:00,10.0
5649,Exp,KDV,VSD,16:59:00,17:08:00,1.0,7.586612444322933,1900-01-01 16:59:00,1900-01-01 17:08:00,9.0
5649,Exp,VSD,ASO,17:08:00,17:16:00,1.0,5.576077807583285,1900-01-01 17:08:00,1900-01-01 17:16:00,8.0
5649,Exp,ASO,ATG,17:16:00,17:20:00,1.0,7.403651733762078,1900-01-01 17:16:00,1900-01-01 17:20:00,4.0
5649,Exp,ATG,KE,17:20:00,17:43:00,1.0,10.970160783607048,1900-01-01 17:20:00,1900-01-01 17:43:00,23.0
5649,Exp,KE,KSRA,17:43:00,18:00:00,1.0,11.115703163689956,1900-01-01 17:43:00,1900-01-01 18:00:00,17.0
5650,Exp,KSRA,KE,20:22:00,20:39:00,3.0,11.115703163689956,1900-01-01 20:22:00,1900-01-01 20:39:00,17.0
5650,Exp,KE,ATG,20:39:00,21:01:00,3.0,10.970160783607048,1900-01-01 20:39:00,1900-01-01 21:01:00,22.0
5650,Exp,ATG,ASO,21:01:00,21:05:00,3.0,7.403651733762078,1900-01-01 21:01:00,1900-01-01 21:05:00,4.0
5650,Exp,ASO,VSD,21:05:00,21:13:00,3.0,5.576077807583285,1900-01-01 21:05:00,1900-01-01 21:13:00,8.0
5650,Exp,VSD,KDV,21:13:00,21:22:00,3.0,7.586612444322933,1900-01-01 21:13:00,1900-01-01 21:22:00,9.0
5650,Exp,KDV,TLA,21:22:00,21:31:00,3.0,6.848859240216618,1900-01-01 21:22:00,1900-01-01 21:31:00,9.0
5650,Exp,TLA,ABY,21:31:00,21:37:00,3.0,4.5747249956740985,1900-01-01 21:31:00,1900-01-01 21:37:00,6.0
5650,Exp,ABY,SHAD,21:37:00,21:41:00,3.0,2.8924472381659814,1900-01-01 21:37:00,1900-01-01 21:41:00,4.0
5650,Exp,SHAD,KYN,21:41:00,21:45:00,3.0,3.227998859493045,1900-01-01 21:41:00,1900-01-01 21:45:00,4.0
5650,Exp,KYN,THK,21:50:00,21:55:00,3.0,3.510173529632634,1900-01-01 21:50:00,1900-01-01 21:55:00,5.0
5650,Exp,THK,DI,21:55:00,21:57:00,3.0,1.4090482190996862,1900-01-01 21:55:00,1900-01-01 21:57:00,2.0
5650,Exp,DI,KOPR,21:57:00,21:59:00,3.0,1.220182846316476,1900-01-01 21:57:00,1900-01-01 21:59:00,2.0
5650,Exp,KOPR,DIVA,21:59:00,22:06:00,3.0,4.555570225653277,1900-01-01 21:59:00,1900-01-01 22:06:00,7.0
5650,Exp,DIVA,MBQ,22:06:00,22:10:00,3.0,1.9685697337077408,1900-01-01 22:06:00,1900-01-01 22:10:00,4.0
5650,Exp,MBQ,KLVA,22:10:00,22:16:00,3.0,2.7662356287588663,1900-01-01 22:10:00,1900-01-01 22:16:00,6.0
5650,Exp,KLVA,TNA,22:16:00,22:20:00,3.0,2.600295463792782,1900-01-01 22:16:00,1900-01-01 22:20:00,4.0
5650,Exp,TNA,MLND,22:20:00,22:24:00,3.0,2.447293834913083,1900-01-01 22:20:00,1900-01-01 22:24:00,4.0
5650,Exp,MLND,NHU,22:24:00,22:27:00,3.0,2.244237224391905,1900-01-01 22:24:00,1900-01-01 22:27:00,3.0
5650,Exp,NHU,BND,22:27:00,22:30:00,3.0,1.7202129703797415,1900-01-01 22:27:00,1900-01-01 22:30:00,3.0
5650,Exp,BND,KJMG,22:30:00,22:32:00,3.0,1.8158794735791883,1900-01-01 22:30:00,1900-01-01 22:32:00,2.0
5650,Exp,KJMG,VK,22:32:00,22:35:00,3.0,1.8039176035731728,1900-01-01 22:32:00,1900-01-01 22:35:00,3.0
5650,Exp,VK,GC,22:35:00,22:41:00,3.0,3.5547276053598265,1900-01-01 22:35:00,1900-01-01 22:41:00,6.0
5650,Exp,GC,VVH,22:41:00,22:43:00,3.0,1.4132065763454242,1900-01-01 22:41:00,1900-01-01 22:43:00,2.0
6501,GR,PUNE,SVJR,05:15:00,05:17:00,2.0,2.3278661783862185,1900-01-01 05:15:00,1900-01-01 05:17:00,2.0
6501,GR,SVJR,KK,05:17:00,05:20:00,2.0,3.65352461668459,1900-01-01 05:17:00,1900-01-01 05:20:00,3.0
6501,GR,KK,DAPD,05:20:00,05:22:00,2.0,2.061853305011839,1900-01-01 05:20:00,1900-01-01 05:22:00,2.0
6501,GR,DAPD,KSWD,05:22:00,05:25:00,2.0,3.313561264617434,1900-01-01 05:22:00,1900-01-01 05:25:00,3.0
6501,GR,KSWD,PMP,05:25:00,05:27:00,2.0,2.6130296601852145,1900-01-01 05:25:00,1900-01-01 05:27:00,2.0
6501,GR,PMP,CCH,05:27:00,05:29:00,2.0,2.093628857711559,1900-01-01 05:27:00,1900-01-01 05:29:00,2.0
6501,GR,CCH,AKRD,05:29:00,05:32:00,2.0,3.038386092422126,1900-01-01 05:29:00,1900-01-01 05:32:00,3.0
6501,GR,AKRD,DEHR,05:32:00,05:36:00,2.0,4.769030556601191,1900-01-01 05:32:00,1900-01-01 05:36:00,4.0
6501,GR,DEHR,BGW,05:36:00,05:39:00,2.0,3.529725199037001,1900-01-01 05:36:00,1900-01-01 05:39:00,3.0
6501,GR,BGW,GRWD,05:39:00,05:41:00,2.0,2.504046994402881,1900-01-01 05:39:00,1900-01-01 05:41:00,2.0
6501,GR,GRWD,TGN,05:41:00,05:44:00,2.0,3.069520330926253,1900-01-01 05:41:00,1900-01-01 05:44:00,3.0
6501,GR,TGN,VDN,05:44:00,05:47:00,2.0,3.8030377921920286,1900-01-01 05:44:00,1900-01-01 05:47:00,3.0
6501,GR,VDN,KNHE,05:47:00,05:52:00,2.0,5.007753555122396,1900-01-01 05:47:00,1900-01-01 05:52:00,5.0
6501,GR,KNHE,KMST,05:52:00,05:56:00,2.0,4.416121967878886,1900-01-01 05:52:00,1900-01-01 05:56:00,4.0
6501,GR,KMST,MVL,05:56:00,06:03:00,2.0,7.975712073094134,1900-01-01 05:56:00,1900-01-01 06:03:00,7.0
6501,GR,MVL,LNL,06:03:00,06:09:00,2.0,7.705313566377129,1900-01-01 06:03:00,1900-01-01 06:09:00,6.0
6501,GR,PDI,KJT,06:44:00,06:48:00,2.0,3.0098608260958906,1900-01-01 06:44:00,1900-01-01 06:48:00,4.0
6501,GR,KJT,BVS,06:48:00,06:57:00,2.0,6.709617929744008,1900-01-01 06:48:00,1900-01-01 06:57:00,9.0
6501,GR,BVS,NRL,06:57:00,07:05:00,2.0,6.411121286581191,1900-01-01 06:57:00,1900-01-01 07:05:00,8.0
6501,GR,NRL,SHLU,07:05:00,07:11:00,2.0,3.992192132942504,1900-01-01 07:05:00,1900-01-01 07:11:00,6.0
6501,GR,SHLU,VGI,07:11:00,07:16:00,2.0,3.886016162377335,1900-01-01 07:11:00,1900-01-01 07:16:00,5.0
6501,GR,VGI,BUD,07:16:00,07:30:00,2.0,10.323110504509138,1900-01-01 07:16:00,1900-01-01 07:30:00,14.0
6501,GR,BUD,ABH,07:30:00,07:40:00,2.0,7.51269482767948,1900-01-01 07:30:00,1900-01-01 07:40:00,10.0
6501,GR,ABH,ULNR,07:40:00,07:43:00,2.0,2.3991518728163377,1900-01-01 07:40:00,1900-01-01 07:43:00,3.0
6501,GR,ULNR,VLDI,07:43:00,07:45:00,2.0,1.947288606585701,1900-01-01 07:43:00,1900-01-01 07:45:00,2.0
6501,GR,VLDI,KYN,07:45:00,07:47:00,2.0,2.117105084953203,1900-01-01 07:45:00,1900-01-01 07:47:00,2.0
6501,GR,KYN,THK,07:50:00,07:55:00,2.0,3.510173529632634,1900-01-01 07:50:00,1900-01-01 07:55:00,5.0
6501,GR,THK,DI,07:55:00,07:57:00,2.0,1.4090482190996862,1900-01-01 07:55:00,1900-01-01 07:57:00,2.0
6501,GR,DI,KOPR,07:57:00,08:04:00,2.0,1.220182846316476,1900-01-01 07:57:00,1900-01-01 08:04:00,7.0
6502,GR,KOPR,DI,04:31:00,04:35:00,2.0,1.220182846316476,1900-01-01 04:31:00,1900-01-01 04:35:00,4.0
6502,GR,DI,THK,04:35:00,04:36:00,2.0,1.4090482190996862,1900-01-01 04:35:00,1900-01-01 04:36:00,1.0
6502,GR,THK,KYN,04:36:00,04:45:00,2.0,3.510173529632634,1900-01-01 04:36:00,1900-01-01 04:45:00,9.0
6502,GR,KYN,VLDI,04:50:00,04:52:00,2.0,2.117105084953203,1900-01-01 04:50:00,1900-01-01 04:52:00,2.0
6502,GR,VLDI,ULNR,04:52:00,04:54:00,2.0,1.947288606585701,1900-01-01 04:52:00,1900-01-01 04:54:00,2.0
6502,GR,ULNR,ABH,04:54:00,04:57:00,2.0,2.3991518728163377,1900-01-01 04:54:00,1900-01-01 04:57:00,3.0
6502,GR,ABH,BUD,04:57:00,05:05:00,2.0,7.51269482767948,1900-01-01 04:57:00,1900-01-01 05:05:00,8.0
6502,GR,BUD,VGI,05:05:00,05:16:00,2.0,10.323110504509138,1900-01-01 05:05:00,1900-01-01 05:16:00,11.0
6502,GR,VGI,SHLU,05:16:00,05:20:00,2.0,3.886016162377335,1900-01-01 05:16:00,1900-01-01 05:20:00,4.0
6502,GR,SHLU,NRL,05:20:00,05:24:00,2.0,3.992192132942504,1900-01-01 05:20:00,1900-01-01 05:24:00,4.0
6502,GR,NRL,BVS,05:24:00,05:31:00,2.0,6.411121286581191,1900-01-01 05:24:00,1900-01-01 05:31:00,7.0
6502,GR,BVS,KJT,05:31:00,05:39:00,2.0,6.709617929744008,1900-01-01 05:31:00,1900-01-01 05:39:00,8.0
6502,GR,KJT,PDI,05:39:00,05:42:00,2.0,3.0098608260958906,1900-01-01 05:39:00,1900-01-01 05:42:00,3.0
6502,GR,LNL,MVL,06:10:00,06:18:00,2.0,7.705313566377129,1900-01-01 06:10:00,1900-01-01 06:18:00,8.0
6502,GR,MVL,KMST,06:18:00,06:28:00,2.0,7.975712073094134,1900-01-01 06:18:00,1900-01-01 06:28:00,10.0
6502,GR,KMST,KNHE,06:28:00,06:33:00,2.0,4.416121967878886,1900-01-01 06:28:00,1900-01-01 06:33:00,5.0
6502,GR,KNHE,VDN,06:33:00,06:38:00,2.0,5.007753555122396,1900-01-01 06:33:00,1900-01-01 06:38:00,5.0
6502,GR,VDN,TGN,06:38:00,06:43:00,2.0,3.8030377921920286,1900-01-01 06:38:00,1900-01-01 06:43:00,5.0
6502,GR,TGN,GRWD,06:43:00,06:46:00,2.0,3.069520330926253,1900-01-01 06:43:00,1900-01-01 06:46:00,3.0
6502,GR,GRWD,BGW,06:46:00,06:49:00,2.0,2.504046994402881,1900-01-01 06:46:00,1900-01-01 06:49:00,3.0
6502,GR,BGW,DEHR,06:49:00,06:53:00,2.0,3.529725199037001,1900-01-01 06:49:00,1900-01-01 06:53:00,4.0
6502,GR,DEHR,AKRD,06:53:00,06:59:00,2.0,4.769030556601191,1900-01-01 06:53:00,1900-01-01 06:59:00,6.0
6502,GR,AKRD,CCH,06:59:00,07:02:00,2.0,3.038386092422126,1900-01-01 06:59:00,1900-01-01 07:02:00,3.0
6502,GR,CCH,PMP,07:02:00,07:05:00,2.0,2.093628857711559,1900-01-01 07:02:00,1900-01-01 07:05:00,3.0
6502,GR,PMP,KSWD,07:05:00,07:07:00,2.0,2.6130296601852145,1900-01-01 07:05:00,1900-01-01 07:07:00,2.0
6502,GR,KSWD,DAPD,07:07:00,07:11:00,2.0,3.313561264617434,1900-01-01 07:07:00,1900-01-01 07:11:00,4.0
6502,GR,DAPD,KK,07:11:00,07:14:00,2.0,2.061853305011839,1900-01-01 07:11:00,1900-01-01 07:14:00,3.0
6502,GR,KK,SVJR,07:14:00,07:18:00,2.0,3.65352461668459,1900-01-01 07:14:00,1900-01-01 07:18:00,4.0
6502,GR,SVJR,PUNE,07:18:00,07:20:00,2.0,2.3278661783862185,1900-01-01 07:18:00,1900-01-01 07:20:00,2.0
8060,SF,KSRA,KE,20:43:00,21:00:00,2.0,11.115703163689956,1900-01-01 20:43:00,1900-01-01 21:00:00,17.0
8060,SF,KE,ATG,21:00:00,21:24:00,2.0,10.970160783607048,1900-01-01 21:00:00,1900-01-01 21:24:00,24.0
8060,SF,ATG,ASO,21:24:00,21:28:00,2.0,7.403651733762078,1900-01-01 21:24:00,1900-01-01 21:28:00,4.0
8060,SF,ASO,VSD,21:28:00,21:36:00,2.0,5.576077807583285,1900-01-01 21:28:00,1900-01-01 21:36:00,8.0
8060,SF,VSD,KDV,21:36:00,21:46:00,2.0,7.586612444322933,1900-01-01 21:36:00,1900-01-01 21:46:00,10.0
