train_number,train_type,from_station,to_station,from_time,to_time,day,block_section_km,from_dt,to_dt,occupancy_duration_mins
11010,Exp,PMP,CCH,06:31:00,06:33:00,1.0,2.093628857711559,1900-01-01 06:31:00,1900-01-01 06:33:00,2.0
11010,Exp,CCH,AKRD,06:35:00,06:38:00,1.0,3.038386092422126,1900-01-01 06:35:00,1900-01-01 06:38:00,3.0
11010,Exp,AKRD,DEHR,06:38:00,06:42:00,1.0,4.769030556601191,1900-01-01 06:38:00,1900-01-01 06:42:00,4.0
11010,Exp,DEHR,BGW,06:42:00,06:45:00,1.0,3.529725199037001,1900-01-01 06:42:00,1900-01-01 06:45:00,3.0
11010,Exp,BGW,GRWD,06:45:00,06:47:00,1.0,2.504046994402881,1900-01-01 06:45:00,1900-01-01 06:47:00,2.0
11010,Exp,GRWD,TGN,06:47:00,06:50:00,1.0,3.069520330926253,1900-01-01 06:47:00,1900-01-01 06:50:00,3.0
11010,Exp,TGN,VDN,06:50:00,06:53:00,1.0,3.8030377921920286,1900-01-01 06:50:00,1900-01-01 06:53:00,3.0
11010,Exp,VDN,KNHE,06:53:00,06:57:00,1.0,5.007753555122396,1900-01-01 06:53:00,1900-01-01 06:57:00,4.0
11010,Exp,KNHE,KMST,06:57:00,07:01:00,1.0,4.416121967878886,1900-01-01 06:57:00,1900-01-01 07:01:00,4.0
11010,Exp,KMST,MVL,07:01:00,07:08:00,1.0,7.975712073094134,1900-01-01 07:01:00,1900-01-01 07:08:00,7.0
11010,Exp,MVL,LNL,07:08:00,07:13:00,1.0,7.705313566377129,1900-01-01 07:08:00,1900-01-01 07:13:00,5.0
11010,Exp,PDI,KJT,07:54:00,07:58:00,1.0,3.0098608260958906,1900-01-01 07:54:00,1900-01-01 07:58:00,4.0
11010,Exp,KJT,BVS,08:00:00,08:06:00,1.0,6.709617929744008,1900-01-01 08:00:00,1900-01-01 08:06:00,6.0
11010,Exp,BVS,NRL,08:06:00,08:12:00,1.0,6.411121286581191,1900-01-01 08:06:00,1900-01-01 08:12:00,6.0
11010,Exp,NRL,SHLU,08:12:00,08:16:00,1.0,3.992192132942504,1900-01-01 08:12:00,1900-01-01 08:16:00,4.0
11010,Exp,SHLU,VGI,08:16:00,08:20:00,1.0,3.886016162377335,1900-01-01 08:16:00,1900-01-01 08:20:00,4.0
11010,Exp,VGI,BUD,08:20:00,08:29:00,1.0,10.323110504509138,1900-01-01 08:20:00,1900-01-01 08:29:00,9.0
11010,Exp,BUD,ABH,08:29:00,08:36:00,1.0,7.51269482767948,1900-01-01 08:29:00,1900-01-01 08:36:00,7.0
11010,Exp,ABH,ULNR,08:36:00,08:38:00,1.0,2.3991518728163377,1900-01-01 08:36:00,1900-01-01 08:38:00,2.0
11010,Exp,ULNR,VLDI,08:38:00,08:40:00,1.0,1.947288606585701,1900-01-01 08:38:00,1900-01-01 08:40:00,2.0
11010,Exp,VLDI,KYN,08:40:00,08:42:00,1.0,2.117105084953203,1900-01-01 08:40:00,1900-01-01 08:42:00,2.0
11010,Exp,KYN,THK,08:47:00,08:51:00,1.0,3.510173529632634,1900-01-01 08:47:00,1900-01-01 08:51:00,4.0
11010,Exp,THK,DI,08:51:00,08:52:00,1.0,1.4090482190996862,1900-01-01 08:51:00,1900-01-01 08:52:00,1.0
11010,Exp,DI,KOPR,08:52:00,08:54:00,1.0,1.220182846316476,1900-01-01 08:52:00,1900-01-01 08:54:00,2.0
11010,Exp,KOPR,DIVA,08:54:00,08:58:00,1.0,4.555570225653277,1900-01-01 08:54:00,1900-01-01 08:58:00,4.0
11010,Exp,DIVA,MBQ,08:58:00,09:01:00,1.0,1.9685697337077408,1900-01-01 08:58:00,1900-01-01 09:01:00,3.0
11010,Exp,MBQ,KLVA,09:01:00,09:06:00,1.0,2.7662356287588663,1900-01-01 09:01:00,1900-01-01 09:06:00,5.0
11010,Exp,KLVA,TNA,09:06:00,09:08:00,1.0,2.600295463792782,1900-01-01 09:06:00,1900-01-01 09:08:00,2.0
11010,Exp,TNA,MLND,09:08:00,09:11:00,1.0,2.447293834913083,1900-01-01 09:08:00,1900-01-01 09:11:00,3.0
11010,Exp,MLND,NHU,09:11:00,09:13:00,1.0,2.244237224391905,1900-01-01 09:11:00,1900-01-01 09:13:00,2.0
11010,Exp,NHU,BND,09:13:00,09:15:00,1.0,1.7202129703797415,1900-01-01 09:13:00,1900-01-01 09:15:00,2.0
11010,Exp,BND,KJMG,09:15:00,09:17:00,1.0,1.8158794735791883,1900-01-01 09:15:00,1900-01-01 09:17:00,2.0
11010,Exp,KJMG,VK,09:17:00,09:19:00,1.0,1.8039176035731728,1900-01-01 09:17:00,1900-01-01 09:19:00,2.0
11010,Exp,VK,GC,09:19:00,09:23:00,1.0,3.5547276053598265,1900-01-01 09:19:00,1900-01-01 09:23:00,4.0
11010,Exp,GC,VVH,09:23:00,09:24:00,1.0,1.4132065763454242,1900-01-01 09:23:00,1900-01-01 09:24:00,1.0
11010,Exp,CLA,SIN,09:27:00,09:30:00,1.0,2.5115400523257976,1900-01-01 09:27:00,1900-01-01 09:30:00,3.0
11010,Exp,SIN,MTN,09:30:00,09:32:00,1.0,2.726147678107638,1900-01-01 09:30:00,1900-01-01 09:32:00,2.0
11010,Exp,MTN,DR,09:32:00,09:33:00,1.0,1.341598977641722,1900-01-01 09:32:00,1900-01-01 09:33:00,1.0
11010,Exp,DR,PR,09:35:00,09:37:00,1.0,1.071677011049773,1900-01-01 09:35:00,1900-01-01 09:37:00,2.0
11010,Exp,PR,CRD,09:37:00,09:41:00,1.0,1.7806676580068437,1900-01-01 09:37:00,1900-01-01 09:41:00,4.0
11010,Exp,CRD,CHG,09:41:00,09:43:00,1.0,0.7684681452333291,1900-01-01 09:41:00,1900-01-01 09:43:00,2.0
11010,Exp,CHG,BY,09:43:00,09:46:00,1.0,1.095585433300205,1900-01-01 09:43:00,1900-01-01 09:46:00,3.0
11010,Exp,BY,SNRD,09:46:00,09:50:00,1.0,1.7663622536714676,1900-01-01 09:46:00,1900-01-01 09:50:00,4.0
11010,Exp,SNRD,MSD,09:50:00,09:52:00,1.0,1.110581263318117,1900-01-01 09:50:00,1900-01-01 09:52:00,2.0
11011,Exp,MSD,SNRD,20:24:00,20:25:00,1.0,1.110581263318117,1900-01-01 20:24:00,1900-01-01 20:25:00,1.0
11011,Exp,SNRD,BY,20:25:00,20:27:00,1.0,1.7663622536714676,1900-01-01 20:25:00,1900-01-01 20:27:00,2.0
11011,Exp,BY,CHG,20:27:00,20:29:00,1.0,1.095585433300205,1900-01-01 20:27:00,1900-01-01 20:29:00,2.0
11011,Exp,CHG,CRD,20:29:00,20:30:00,1.0,0.7684681452333291,1900-01-01 20:29:00,1900-01-01 20:30:00,1.0
11011,Exp,CRD,PR,20:30:00,20:32:00,1.0,1.7806676580068437,1900-01-01 20:30:00,1900-01-01 20:32:00,2.0
11011,Exp,PR,DR,20:32:00,20:33:00,1.0,1.071677011049773,1900-01-01 20:32:00,1900-01-01 20:33:00,1.0
11011,Exp,DR,MTN,20:35:00,20:36:00,1.0,1.341598977641722,1900-01-01 20:35:00,1900-01-01 20:36:00,1.0
11011,Exp,MTN,SIN,20:36:00,20:39:00,1.0,2.726147678107638,1900-01-01 20:36:00,1900-01-01 20:39:00,3.0
11011,Exp,SIN,CLA,20:39:00,20:41:00,1.0,2.5115400523257976,1900-01-01 20:39:00,1900-01-01 20:41:00,2.0
11011,Exp,VVH,GC,20:43:00,20:45:00,1.0,1.4132065763454242,1900-01-01 20:43:00,1900-01-01 20:45:00,2.0
11011,Exp,GC,VK,20:45:00,20:48:00,1.0,3.5547276053598265,1900-01-01 20:45:00,1900-01-01 20:48:00,3.0
11011,Exp,VK,KJMG,20:48:00,20:50:00,1.0,1.8039176035731728,1900-01-01 20:48:00,1900-01-01 20:50:00,2.0
11011,Exp,KJMG,BND,20:50:00,20:52:00,1.0,1.8158794735791883,1900-01-01 20:50:00,1900-01-01 20:52:00,2.0
11011,Exp,BND,NHU,20:52:00,20:53:00,1.0,1.7202129703797415,1900-01-01 20:52:00,1900-01-01 20:53:00,1.0
11011,Exp,NHU,MLND,20:53:00,20:55:00,1.0,2.244237224391905,1900-01-01 20:53:00,1900-01-01 20:55:00,2.0
11011,Exp,MLND,TNA,20:55:00,20:58:00,1.0,2.447293834913083,1900-01-01 20:55:00,1900-01-01 20:58:00,3.0
11011,Exp,TNA,KLVA,21:00:00,21:03:00,1.0,2.600295463792782,1900-01-01 21:00:00,1900-01-01 21:03:00,3.0
11011,Exp,KLVA,MBQ,21:03:00,21:08:00,1.0,2.7662356287588663,1900-01-01 21:03:00,1900-01-01 21:08:00,5.0
11011,Exp,MBQ,DIVA,21:08:00,21:11:00,1.0,1.9685697337077408,1900-01-01 21:08:00,1900-01-01 21:11:00,3.0
11011,Exp,DIVA,KOPR,21:11:00,21:16:00,1.0,4.555570225653277,1900-01-01 21:11:00,1900-01-01 21:16:00,5.0
11011,Exp,KOPR,DI,21:16:00,21:18:00,1.0,1.220182846316476,1900-01-01 21:16:00,1900-01-01 21:18:00,2.0
11011,Exp,DI,THK,21:18:00,21:19:00,1.0,1.4090482190996862,1900-01-01 21:18:00,1900-01-01 21:19:00,1.0
11011,Exp,THK,KYN,21:19:00,21:23:00,1.0,3.510173529632634,1900-01-01 21:19:00,1900-01-01 21:23:00,4.0
11011,Exp,KYN,VLDI,21:25:00,21:28:00,1.0,2.117105084953203,1900-01-01 21:25:00,1900-01-01 21:28:00,3.0
11011,Exp,VLDI,ULNR,21:28:00,21:29:00,1.0,1.947288606585701,1900-01-01 21:28:00,1900-01-01 21:29:00,1.0
11011,Exp,ULNR,ABH,21:29:00,21:32:00,1.0,2.3991518728163377,1900-01-01 21:29:00,1900-01-01 21:32:00,3.0
11011,Exp,ABH,BUD,21:32:00,21:40:00,1.0,7.51269482767948,1900-01-01 21:32:00,1900-01-01 21:40:00,8.0
11011,Exp,BUD,VGI,21:40:00,21:51:00,1.0,10.323110504509138,1900-01-01 21:40:00,1900-01-01 21:51:00,11.0
11011,Exp,VGI,SHLU,21:51:00,21:56:00,1.0,3.886016162377335,1900-01-01 21:51:00,1900-01-01 21:56:00,5.0
11011,Exp,SHLU,NRL,21:56:00,22:00:00,1.0,3.992192132942504,1900-01-01 21:56:00,1900-01-01 22:00:00,4.0
11011,Exp,NRL,BVS,22:00:00,22:07:00,1.0,6.411121286581191,1900-01-01 22:00:00,1900-01-01 22:07:00,7.0
11011,Exp,BVS,KJT,22:07:00,22:13:00,1.0,6.709617929744008,1900-01-01 22:07:00,1900-01-01 22:13:00,6.0
11011,Exp,KJT,PDI,22:15:00,22:20:00,1.0,3.0098608260958906,1900-01-01 22:15:00,1900-01-01 22:20:00,5.0
11011,Exp,LNL,MVL,23:00:00,23:08:00,1.0,7.705313566377129,1900-01-01 23:00:00,1900-01-01 23:08:00,8.0
11011,Exp,MVL,KMST,23:08:00,23:18:00,1.0,7.975712073094134,1900-01-01 23:08:00,1900-01-01 23:18:00,10.0
11011,Exp,KMST,KNHE,23:18:00,23:23:00,1.0,4.416121967878886,1900-01-01 23:18:00,1900-01-01 23:23:00,5.0
11011,Exp,KNHE,VDN,23:23:00,23:28:00,1.0,5.007753555122396,1900-01-01 23:23:00,1900-01-01 23:28:00,5.0
11011,Exp,VDN,TGN,23:28:00,23:33:00,1.0,3.8030377921920286,1900-01-01 23:28:00,1900-01-01 23:33:00,5.0
11011,Exp,TGN,GRWD,23:33:00,23:36:00,1.0,3.069520330926253,1900-01-01 23:33:00,1900-01-01 23:36:00,3.0
11011,Exp,GRWD,BGW,23:36:00,23:39:00,1.0,2.504046994402881,1900-01-01 23:36:00,1900-01-01 23:39:00,3.0
11011,Exp,BGW,DEHR,23:39:00,23:43:00,1.0,3.529725199037001,1900-01-01 23:39:00,1900-01-01 23:43:00,4.0
11011,Exp,DEHR,AKRD,23:43:00,23:49:00,1.0,4.769030556601191,1900-01-01 23:43:00,1900-01-01 23:49:00,6.0
11011,Exp,AKRD,CCH,23:49:00,23:52:00,1.0,3.038386092422126,1900-01-01 23:49:00,1900-01-01 23:52:00,3.0
11011,Exp,CCH,PMP,23:52:00,23:55:00,1.0,2.093628857711559,1900-01-01 23:52:00,1900-01-01 23:55:00,3.0
11011,Exp,PMP,KSWD,23:55:00,23:57:00,1.0,2.6130296601852145,1900-01-01 23:55:00,1900-01-01 23:57:00,2.0
11011,Exp,KSWD,DAPD,23:57:00,00:01:00,1.0,3.313561264617434,1900-01-01 23:57:00,1900-01-02 00:01:00,4.0
11011,Exp,DAPD,KK,00:01:00,00:04:00,2.0,2.061853305011839,1900-01-01 00:01:00,1900-01-01 00:04:00,3.0
11011,Exp,KK,SVJR,00:04:00,00:08:00,2.0,3.65352461668459,1900-01-01 00:04:00,1900-01-01 00:08:00,4.0
11011,Exp,SVJR,PUNE,00:08:00,00:10:00,2.0,2.3278661783862185,1900-01-01 00:08:00,1900-01-01 00:10:00,2.0
11012,Exp,PUNE,SVJR,03:40:00,03:42:00,2.0,2.3278661783862185,1900-01-01 03:40:00,1900-01-01 03:42:00,2.0
11012,Exp,SVJR,KK,03:42:00,03:46:00,2.0,3.65352461668459,1900-01-01 03:42:00,1900-01-01 03:46:00,4.0
11012,Exp,KK,DAPD,03:46:00,03:48:00,2.0,2.061853305011839,1900-01-01 03:46:00,1900-01-01 03:48:00,2.0
11012,Exp,DAPD,KSWD,03:48:00,03:52:00,2.0,3.313561264617434,1900-01-01 03:48:00,1900-01-01 03:52:00,4.0
11012,Exp,KSWD,PMP,03:52:00,03:54:00,2.0,2.6130296601852145,1900-01-01 03:52:00,1900-01-01 03:54:00,2.0
11012,Exp,PMP,CCH,03:54:00,03:56:00,2.0,2.093628857711559,1900-01-01 03:54:00,1900-01-01 03:56:00,2.0
11012,Exp,CCH,AKRD,03:56:00,04:00:00,2.0,3.038386092422126,1900-01-01 03:56:00,1900-01-01 04:00:00,4.0
11012,Exp,AKRD,DEHR,04:00:00,04:05:00,2.0,4.769030556601191,1900-01-01 04:00:00,1900-01-01 04:05:00,5.0
11012,Exp,DEHR,BGW,04:05:00,04:08:00,2.0,3.529725199037001,1900-01-01 04:05:00,1900-01-01 04:08:00,3.0
11012,Exp,BGW,GRWD,04:08:00,04:11:00,2.0,2.504046994402881,1900-01-01 04:08:00,1900-01-01 04:11:00,3.0
11012,Exp,GRWD,TGN,04:11:00,04:14:00,2.0,3.069520330926253,1900-01-01 04:11:00,1900-01-01 04:14:00,3.0
11012,Exp,TGN,VDN,04:14:00,04:18:00,2.0,3.8030377921920286,1900-01-01 04:14:00,1900-01-01 04:18:00,4.0
11012,Exp,VDN,KNHE,04:18:00,04:24:00,2.0,5.007753555122396,1900-01-01 04:18:00,1900-01-01 04:24:00,6.0
11012,Exp,KNHE,KMST,04:24:00,04:28:00,2.0,4.416121967878886,1900-01-01 04:24:00,1900-01-01 04:28:00,4.0
11012,Exp,KMST,MVL,04:28:00,04:37:00,2.0,7.975712073094134,1900-01-01 04:28:00,1900-01-01 04:37:00,9.0
11012,Exp,MVL,LNL,04:37:00,04:43:00,2.0,7.705313566377129,1900-01-01 04:37:00,1900-01-01 04:43:00,6.0
11012,Exp,PDI,KJT,05:23:00,05:28:00,2.0,3.0098608260958906,1900-01-01 05:23:00,1900-01-01 05:28:00,5.0
11012,Exp,KJT,BVS,05:30:00,05:37:00,2.0,6.709617929744008,1900-01-01 05:30:00,1900-01-01 05:37:00,7.0
11012,Exp,BVS,NRL,05:37:00,05:44:00,2.0,6.411121286581191,1900-01-01 05:37:00,1900-01-01 05:44:00,7.0
11012,Exp,NRL,SHLU,05:44:00,05:49:00,2.0,3.992192132942504,1900-01-01 05:44:00,1900-01-01 05:49:00,5.0
11012,Exp,SHLU,VGI,05:49:00,05:53:00,2.0,3.886016162377335,1900-01-01 05:49:00,1900-01-01 05:53:00,4.0
11012,Exp,VGI,BUD,05:53:00,06:04:00,2.0,10.323110504509138,1900-01-01 05:53:00,1900-01-01 06:04:00,11.0
11012,Exp,BUD,ABH,06:04:00,06:12:00,2.0,7.51269482767948,1900-01-01 06:04:00,1900-01-01 06:12:00,8.0
11012,Exp,ABH,ULNR,06:12:00,06:15:00,2.0,2.3991518728163377,1900-01-01 06:12:00,1900-01-01 06:15:00,3.0
11012,Exp,ULNR,VLDI,06:15:00,06:17:00,2.0,1.947288606585701,1900-01-01 06:15:00,1900-01-01 06:17:00,2.0
11012,Exp,VLDI,KYN,06:17:00,06:18:00,2.0,2.117105084953203,1900-01-01 06:17:00,1900-01-01 06:18:00,1.0
11012,Exp,KYN,THK,06:20:00,06:23:00,2.0,3.510173529632634,1900-01-01 06:20:00,1900-01-01 06:23:00,3.0
11012,Exp,THK,DI,06:23:00,06:25:00,2.0,1.4090482190996862,1900-01-01 06:23:00,1900-01-01 06:25:00,2.0
11012,Exp,DI,KOPR,06:25:00,06:26:00,2.0,1.220182846316476,1900-01-01 06:25:00,1900-01-01 06:26:00,1.0
11012,Exp,KOPR,DIVA,06:26:00,06:30:00,2.0,4.555570225653277,1900-01-01 06:26:00,1900-01-01 06:30:00,4.0
11012,Exp,DIVA,MBQ,06:30:00,06:32:00,2.0,1.9685697337077408,1900-01-01 06:30:00,1900-01-01 06:32:00,2.0
11012,Exp,MBQ,KLVA,06:32:00,06:36:00,2.0,2.7662356287588663,1900-01-01 06:32:00,1900-01-01 06:36:00,4.0
11012,Exp,KLVA,TNA,06:36:00,06:38:00,2.0,2.600295463792782,1900-01-01 06:36:00,1900-01-01 06:38:00,2.0
11012,Exp,TNA,MLND,06:40:00,06:43:00,2.0,2.447293834913083,1900-01-01 06:40:00,1900-01-01 06:43:00,3.0
11012,Exp,MLND,NHU,06:43:00,06:45:00,2.0,2.244237224391905,1900-01-01 06:43:00,1900-01-01 06:45:00,2.0
11012,Exp,NHU,BND,06:45:00,06:46:00,2.0,1.7202129703797415,1900-01-01 06:45:00,1900-01-01 06:46:00,1.0
11012,Exp,BND,KJMG,06:46:00,06:48:00,2.0,1.8158794735791883,1900-01-01 06:46:00,1900-01-01 06:48:00,2.0
11012,Exp,KJMG,VK,06:48:00,06:50:00,2.0,1.8039176035731728,1900-01-01 06:48:00,1900-01-01 06:50:00,2.0
11012,Exp,VK,GC,06:50:00,06:54:00,2.0,3.5547276053598265,1900-01-01 06:50:00,1900-01-01 06:54:00,4.0
11012,Exp,GC,VVH,06:54:00,06:55:00,2.0,1.4132065763454242,1900-01-01 06:54:00,1900-01-01 06:55:00,1.0
11012,Exp,CLA,SIN,06:58:00,07:00:00,2.0,2.5115400523257976,1900-01-01 06:58:00,1900-01-01 07:00:00,2.0
11012,Exp,SIN,MTN,07:00:00,07:03:00,2.0,2.726147678107638,1900-01-01 07:00:00,1900-01-01 07:03:00,3.0
11012,Exp,MTN,DR,07:03:00,07:04:00,2.0,1.341598977641722,1900-01-01 07:03:00,1900-01-01 07:04:00,1.0
11012,Exp,DR,PR,07:06:00,07:08:00,2.0,1.071677011049773,1900-01-01 07:06:00,1900-01-01 07:08:00,2.0
11012,Exp,PR,CRD,07:08:00,07:12:00,2.0,1.7806676580068437,1900-01-01 07:08:00,1900-01-01 07:12:00,4.0
11012,Exp,CRD,CHG,07:12:00,07:14:00,2.0,0.7684681452333291,1900-01-01 07:12:00,1900-01-01 07:14:00,2.0
11012,Exp,CHG,BY,07:14:00,07:16:00,2.0,1.095585433300205,1900-01-01 07:14:00,1900-01-01 07:16:00,2.0
11012,Exp,BY,SNRD,07:16:00,07:20:00,2.0,1.7663622536714676,1900-01-01 07:16:00,1900-01-01 07:20:00,4.0
11012,Exp,SNRD,MSD,07:20:00,07:23:00,2.0,1.110581263318117,1900-01-01 07:20:00,1900-01-01 07:23:00,3.0
11013,Exp,VVH,GC,22:36:00,22:38:00,1.0,1.4132065763454242,1900-01-01 22:36:00,1900-01-01 22:38:00,2.0
11013,Exp,GC,VK,22:38:00,22:41:00,1.0,3.5547276053598265,1900-01-01 22:38:00,1900-01-01 22:41:00,3.0
11013,Exp,VK,KJMG,22:41:00,22:43:00,1.0,1.8039176035731728,1900-01-01 22:41:00,1900-01-01 22:43:00,2.0
11013,Exp,KJMG,BND,22:43:00,22:45:00,1.0,1.8158794735791883,1900-01-01 22:43:00,1900-01-01 22:45:00,2.0
11013,Exp,BND,NHU,22:45:00,22:47:00,1.0,1.7202129703797415,1900-01-01 22:45:00,1900-01-01 22:47:00,2.0
11013,Exp,NHU,MLND,22:47:00,22:49:00,1.0,2.244237224391905,1900-01-01 22:47:00,1900-01-01 22:49:00,2.0
11013,Exp,MLND,TNA,22:49:00,22:53:00,1.0,2.447293834913083,1900-01-01 22:49:00,1900-01-01 22:53:00,4.0
11013,Exp,TNA,KLVA,22:55:00,22:57:00,1.0,2.600295463792782,1900-01-01 22:55:00,1900-01-01 22:57:00,2.0
11013,Exp,KLVA,MBQ,22:57:00,23:01:00,1.0,2.7662356287588663,1900-01-01 22:57:00,1900-01-01 23:01:00,4.0
11013,Exp,MBQ,DIVA,23:01:00,23:04:00,1.0,1.9685697337077408,1900-01-01 23:01:00,1900-01-01 23:04:00,3.0
11013,Exp,DIVA,KOPR,23:04:00,23:08:00,1.0,4.555570225653277,1900-01-01 23:04:00,1900-01-01 23:08:00,4.0
11013,Exp,KOPR,DI,23:08:00,23:09:00,1.0,1.220182846316476,1900-01-01 23:08:00,1900-01-01 23:09:00,1.0
11013,Exp,DI,THK,23:09:00,23:10:00,1.0,1.4090482190996862,1900-01-01 23:09:00,1900-01-01 23:10:00,1.0
11013,Exp,THK,KYN,23:10:00,23:13:00,1.0,3.510173529632634,1900-01-01 23:10:00,1900-01-01 23:13:00,3.0
11013,Exp,KYN,VLDI,23:18:00,23:21:00,1.0,2.117105084953203,1900-01-01 23:18:00,1900-01-01 23:21:00,3.0
11013,Exp,VLDI,ULNR,23:21:00,23:23:00,1.0,1.947288606585701,1900-01-01 23:21:00,1900-01-01 23:23:00,2.0
11013,Exp,ULNR,ABH,23:23:00,23:25:00,1.0,2.3991518728163377,1900-01-01 23:23:00,1900-01-01 23:25:00,2.0
11013,Exp,ABH,BUD,23:25:00,23:34:00,1.0,7.51269482767948,1900-01-01 23:25:00,1900-01-01 23:34:00,9.0
11013,Exp,BUD,VGI,23:34:00,23:46:00,1.0,10.323110504509138,1900-01-01 23:34:00,1900-01-01 23:46:00,12.0
11013,Exp,VGI,SHLU,23:46:00,23:50:00,1.0,3.886016162377335,1900-01-01 23:46:00,1900-01-01 23:50:00,4.0
11013,Exp,SHLU,NRL,23:50:00,23:55:00,1.0,3.992192132942504,1900-01-01 23:50:00,1900-01-01 23:55:00,5.0
11013,Exp,NRL,BVS,23:55:00,00:02:00,1.0,6.411121286581191,1900-01-01 23:55:00,1900-01-02 00:02:00,7.0
11013,Exp,BVS,KJT,00:02:00,00:10:00,2.0,6.709617929744008,1900-01-01 00:02:00,1900-01-01 00:10:00,8.0
11013,Exp,KJT,PDI,00:10:00,00:13:00,2.0,3.0098608260958906,1900-01-01 00:10:00,1900-01-01 00:13:00,3.0
11013,Exp,LNL,MVL,00:41:00,00:49:00,2.0,7.705313566377129,1900-01-01 00:41:00,1900-01-01 00:49:00,8.0
11013,Exp,MVL,KMST,00:49:00,00:58:00,2.0,7.975712073094134,1900-01-01 00:49:00,1900-01-01 00:58:00,9.0
11013,Exp,KMST,KNHE,00:58:00,01:03:00,2.0,4.416121967878886,1900-01-01 00:58:00,1900-01-01 01:03:00,5.0
11013,Exp,KNHE,VDN,01:03:00,01:09:00,2.0,5.007753555122396,1900-01-01 01:03:00,1900-01-01 01:09:00,6.0
11013,Exp,VDN,TGN,01:09:00,01:14:00,2.0,3.8030377921920286,1900-01-01 01:09:00,1900-01-01 01:14:00,5.0
11013,Exp,TGN,GRWD,01:14:00,01:17:00,2.0,3.069520330926253,1900-01-01 01:14:00,1900-01-01 01:17:00,3.0
11013,Exp,GRWD,BGW,01:17:00,01:20:00,2.0,2.504046994402881,1900-01-01 01:17:00,1900-01-01 01:20:00,3.0
11013,Exp,BGW,DEHR,01:20:00,01:24:00,2.0,3.529725199037001,1900-01-01 01:20:00,1900-01-01 01:24:00,4.0
11013,Exp,DEHR,AKRD,01:24:00,01:30:00,2.0,4.769030556601191,1900-01-01 01:24:00,1900-01-01 01:30:00,6.0
11013,Exp,AKRD,CCH,01:30:00,01:33:00,2.0,3.038386092422126,1900-01-01 01:30:00,1900-01-01 01:33:00,3.0
11013,Exp,CCH,PMP,01:33:00,01:36:00,2.0,2.093628857711559,1900-01-01 01:33:00,1900-01-01 01:36:00,3.0
11013,Exp,PMP,KSWD,01:36:00,01:38:00,2.0,2.6130296601852145,1900-01-01 01:36:00,1900-01-01 01:38:00,2.0
11013,Exp,KSWD,DAPD,01:38:00,01:42:00,2.0,3.313561264617434,1900-01-01 01:38:00,1900-01-01 01:42:00,4.0
11013,Exp,DAPD,KK,01:42:00,01:45:00,2.0,2.061853305011839,1900-01-01 01:42:00,1900-01-01 01:45:00,3.0
11013,Exp,KK,SVJR,01:45:00,01:49:00,2.0,3.65352461668459,1900-01-01 01:45:00,1900-01-01 01:49:00,4.0
11013,Exp,SVJR,PUNE,01:49:00,01:50:00,2.0,2.3278661783862185,1900-01-01 01:49:00,1900-01-01 01:50:00,1.0
11014,Exp,PUNE,SVJR,10:45:00,10:48:00,2.0,2.3278661783862185,1900-01-01 10:45:00,1900-01-01 10:48:00,3.0
11014,Exp,SVJR,KK,10:48:00,10:52:00,2.0,3.65352461668459,1900-01-01 10:48:00,1900-01-01 10:52:00,4.0
11014,Exp,KK,DAPD,10:52:00,10:54:00,2.0,2.061853305011839,1900-01-01 10:52:00,1900-01-01 10:54:00,2.0
11014,Exp,DAPD,KSWD,10:54:00,10:59:00,2.0,3.313561264617434,1900-01-01 10:54:00,1900-01-01 10:59:00,5.0
11014,Exp,KSWD,PMP,10:59:00,11:01:00,2.0,2.6130296601852145,1900-01-01 10:59:00,1900-01-01 11:01:00,2.0
11014,Exp,PMP,CCH,11:01:00,11:04:00,2.0,2.093628857711559,1900-01-01 11:01:00,1900-01-01 11:04:00,3.0
11014,Exp,CCH,AKRD,11:04:00,11:08:00,2.0,3.038386092422126,1900-01-01 11:04:00,1900-01-01 11:08:00,4.0
11014,Exp,AKRD,DEHR,11:08:00,11:13:00,2.0,4.769030556601191,1900-01-01 11:08:00,1900-01-01 11:13:00,5.0
11014,Exp,DEHR,BGW,11:13:00,11:18:00,2.0,3.529725199037001,1900-01-01 11:13:00,1900-01-01 11:18:00,5.0
11014,Exp,BGW,GRWD,11:18:00,11:21:00,2.0,2.504046994402881,1900-01-01 11:18:00,1900-01-01 11:21:00,3.0
11014,Exp,GRWD,TGN,11:21:00,11:25:00,2.0,3.069520330926253,1900-01-01 11:21:00,1900-01-01 11:25:00,4.0
11014,Exp,TGN,VDN,11:25:00,11:29:00,2.0,3.8030377921920286,1900-01-01 11:25:00,1900-01-01 11:29:00,4.0
11014,Exp,VDN,KNHE,11:29:00,11:35:00,2.0,5.007753555122396,1900-01-01 11:29:00,1900-01-01 11:35:00,6.0
11014,Exp,KNHE,KMST,11:35:00,11:41:00,2.0,4.416121967878886,1900-01-01 11:35:00,1900-01-01 11:41:00,6.0
11014,Exp,KMST,MVL,11:41:00,11:51:00,2.0,7.975712073094134,1900-01-01 11:41:00,1900-01-01 11:51:00,10.0
11014,Exp,MVL,LNL,11:51:00,11:59:00,2.0,7.705313566377129,1900-01-01 11:51:00,1900-01-01 11:59:00,8.0
11014,Exp,PDI,KJT,12:28:00,12:31:00,2.0,3.0098608260958906,1900-01-01 12:28:00,1900-01-01 12:31:00,3.0
11014,Exp,KJT,BVS,12:31:00,12:39:00,2.0,6.709617929744008,1900-01-01 12:31:00,1900-01-01 12:39:00,8.0
