movement_id,train_number,day,from_station,to_station,entry_time,exit_time,train_id,section_id
1,06501,2.0,KOPR,DI,08:04:00,07:57:00,1,22
2,06501,2.0,DI,THK,07:57:00,07:55:00,1,23
3,06501,2.0,THK,KYN,07:55:00,07:47:00,1,24
4,06501,2.0,KYN,VLDI,07:50:00,07:45:00,1,25
5,06501,2.0,VLDI,ULNR,07:45:00,07:43:00,1,26
6,06501,2.0,ULNR,ABH,07:43:00,07:40:00,1,27
7,06501,2.0,ABH,BUD,07:40:00,07:30:00,1,28
8,06501,2.0,BUD,VGI,07:30:00,07:16:00,1,29
9,06501,2.0,VGI,SHLU,07:16:00,07:11:00,1,30
10,06501,2.0,SHLU,NRL,07:11:00,07:05:00,1,31
11,06501,2.0,NRL,BVS,07:05:00,06:57:00,1,32
12,06501,2.0,BVS,KJT,06:57:00,06:48:00,1,33
13,06501,2.0,KJT,PDI,06:48:00,06:44:00,1,34
14,06501,2.0,PDI,KAD,06:44:00,06:17:00,1,35
15,06501,2.0,KAD,LNL,06:17:00,06:09:00,1,36
16,06501,2.0,LNL,MVL,06:12:00,06:03:00,1,37
17,06501,2.0,MVL,KMST,06:03:00,05:56:00,1,38
18,06501,2.0,KMST,KNHE,05:56:00,05:52:00,1,39
19,06501,2.0,KNHE,VDN,05:52:00,05:47:00,1,40
20,06501,2.0,VDN,TGN,05:47:00,05:44:00,1,41
21,06501,2.0,TGN,GRWD,05:44:00,05:41:00,1,42
22,06501,2.0,DEHR,AKRD,05:36:00,05:32:00,1,45
23,06501,2.0,AKRD,CCH,05:32:00,05:29:00,1,46
24,06501,2.0,CCH,PMP,05:29:00,05:27:00,1,47
25,06501,2.0,PMP,KSWD,05:27:00,05:25:00,1,48
26,06501,2.0,KSWD,DAPD,05:25:00,05:22:00,1,49
27,06501,2.0,DAPD,KK,05:22:00,05:20:00,1,50
28,06501,2.0,KK,SVJR,05:20:00,05:17:00,1,51
29,06501,2.0,SVJR,PUNE,05:17:00,04:55:00,1,52
30,06502,2.0,KOPR,DI,04:31:00,04:35:00,2,22
31,06502,2.0,DI,THK,04:35:00,04:36:00,2,23
32,06502,2.0,THK,KYN,04:36:00,04:45:00,2,24
33,06502,2.0,KYN,VLDI,04:50:00,04:52:00,2,25
34,06502,2.0,VLDI,ULNR,04:52:00,04:54:00,2,26
35,06502,2.0,ULNR,ABH,04:54:00,04:57:00,2,27
36,06502,2.0,ABH,BUD,04:57:00,05:05:00,2,28
37,06502,2.0,BUD,VGI,05:05:00,05:16:00,2,29
38,06502,2.0,VGI,SHLU,05:16:00,05:20:00,2,30
39,06502,2.0,SHLU,NRL,05:20:00,05:24:00,2,31
40,06502,2.0,NRL,BVS,05:24:00,05:31:00,2,32
41,06502,2.0,BVS,KJT,05:31:00,05:39:00,2,33
42,06502,2.0,KJT,PDI,05:39:00,05:42:00,2,34
43,06502,2.0,PDI,KAD,05:42:00,06:03:00,2,35
44,06502,2.0,KAD,LNL,06:03:00,06:07:00,2,36
45,06502,2.0,LNL,MVL,06:10:00,06:18:00,2,37
46,06502,2.0,MVL,KMST,06:18:00,06:28:00,2,38
47,06502,2.0,KMST,KNHE,06:28:00,06:33:00,2,39
48,06502,2.0,KNHE,VDN,06:33:00,06:38:00,2,40
49,06502,2.0,VDN,TGN,06:38:00,06:43:00,2,41
50,06502,2.0,TGN,GRWD,06:43:00,06:46:00,2,42
51,06502,2.0,DEHR,AKRD,06:53:00,06:59:00,2,45
52,06502,2.0,AKRD,CCH,06:59:00,07:02:00,2,46
53,06502,2.0,CCH,PMP,07:02:00,07:05:00,2,47
54,06502,2.0,PMP,KSWD,07:05:00,07:07:00,2,48
55,06502,2.0,KSWD,DAPD,07:07:00,07:11:00,2,49
56,06502,2.0,DAPD,KK,07:11:00,07:14:00,2,50
57,06502,2.0,KK,SVJR,07:14:00,07:18:00,2,51
58,06502,2.0,SVJR,PUNE,07:18:00,07:20:00,2,52
59,09221,2.0,KOPR,DI,19:16:00,19:23:00,3,22
60,09221,2.0,DI,THK,19:23:00,19:25:00,3,23
61,09221,2.0,THK,KYN,19:25:00,19:40:00,3,24
62,09221,2.0,KYN,VLDI,19:50:00,19:53:00,3,25
63,09221,2.0,VLDI,ULNR,19:53:00,19:55:00,3,26
64,09221,2.0,ULNR,ABH,19:55:00,19:58:00,3,27
65,09221,2.0,ABH,BUD,19:58:00,20:07:00,3,28
66,09221,2.0,BUD,VGI,20:07:00,20:20:00,3,29
67,09221,2.0,VGI,SHLU,20:20:00,20:25:00,3,30
68,09221,2.0,SHLU,NRL,20:25:00,20:30:00,3,31
69,09221,2.0,NRL,BVS,20:30:00,20:37:00,3,32
70,09221,2.0,BVS,KJT,20:37:00,20:46:00,3,33
71,09221,2.0,KJT,PDI,20:46:00,20:49:00,3,34
72,09221,2.0,PDI,KAD,20:49:00,21:14:00,3,35
73,09221,2.0,KAD,LNL,21:14:00,21:18:00,3,36
74,09221,2.0,LNL,MVL,21:20:00,21:27:00,3,37
75,09221,2.0,MVL,KMST,21:27:00,21:36:00,3,38
76,09221,2.0,KMST,KNHE,21:36:00,21:41:00,3,39
77,09221,2.0,KNHE,VDN,21:41:00,21:46:00,3,40
78,09221,2.0,VDN,TGN,21:46:00,21:50:00,3,41
79,09221,2.0,TGN,GRWD,21:50:00,21:53:00,3,42
80,09221,2.0,DEHR,AKRD,22:00:00,22:05:00,3,45
81,09221,2.0,AKRD,CCH,22:05:00,22:08:00,3,46
82,09221,2.0,CCH,PMP,22:08:00,22:10:00,3,47
83,09221,2.0,PMP,KSWD,22:10:00,22:13:00,3,48
84,09221,2.0,KSWD,DAPD,22:13:00,22:16:00,3,49
85,09221,2.0,DAPD,KK,22:16:00,22:18:00,3,50
86,09221,2.0,KK,SVJR,22:18:00,22:22:00,3,51
87,09221,2.0,SVJR,PUNE,22:22:00,22:25:00,3,52
88,09222,2.0,KOPR,DI,05:08:00,04:59:00,4,22
89,09222,2.0,DI,THK,04:59:00,04:56:00,4,23
90,09222,2.0,THK,KYN,04:56:00,04:45:00,4,24
91,09222,2.0,KYN,VLDI,04:50:00,04:43:00,4,25
92,09222,2.0,VLDI,ULNR,04:43:00,04:40:00,4,26
93,09222,2.0,ULNR,ABH,04:40:00,04:37:00,4,27
94,09222,2.0,ABH,BUD,04:37:00,04:28:00,4,28
95,09222,2.0,BUD,VGI,04:28:00,04:15:00,4,29
96,09222,2.0,VGI,SHLU,04:15:00,04:10:00,4,30
97,09222,2.0,SHLU,NRL,04:10:00,04:05:00,4,31
98,09222,2.0,NRL,BVS,04:05:00,03:57:00,4,32
99,09222,2.0,BVS,KJT,03:57:00,03:48:00,4,33
100,09222,2.0,KJT,PDI,03:48:00,03:45:00,4,34
101,09222,2.0,PDI,KAD,03:45:00,03:20:00,4,35
102,09222,2.0,KAD,LNL,03:20:00,03:13:00,4,36
103,09222,2.0,LNL,MVL,03:15:00,03:05:00,4,37
104,09222,2.0,MVL,KMST,03:05:00,02:56:00,4,38
105,09222,2.0,KMST,KNHE,02:56:00,02:51:00,4,39
106,09222,2.0,KNHE,VDN,02:51:00,02:45:00,4,40
107,09222,2.0,VDN,TGN,02:45:00,02:41:00,4,41
108,09222,2.0,TGN,GRWD,02:41:00,02:38:00,4,42
109,09222,2.0,DEHR,AKRD,02:31:00,02:26:00,4,45
110,09222,2.0,AKRD,CCH,02:26:00,02:22:00,4,46
111,09222,2.0,CCH,PMP,02:22:00,02:20:00,4,47
112,09222,2.0,PMP,KSWD,02:20:00,02:18:00,4,48
113,09222,2.0,KSWD,DAPD,02:18:00,02:14:00,4,49
114,09222,2.0,DAPD,KK,02:14:00,02:11:00,4,50
115,09222,2.0,KK,SVJR,02:11:00,02:08:00,4,51
116,09222,2.0,SVJR,PUNE,02:08:00,02:00:00,4,52
117,09405,2.0,KOPR,DI,04:31:00,04:38:00,5,22
118,09405,2.0,DI,THK,04:38:00,04:40:00,5,23
119,09405,2.0,THK,KYN,04:40:00,04:45:00,5,24
120,09405,2.0,KYN,VLDI,04:50:00,04:53:00,5,25
121,09405,2.0,VLDI,ULNR,04:53:00,04:55:00,5,26
122,09405,2.0,ULNR,ABH,04:55:00,04:57:00,5,27
123,09405,2.0,ABH,BUD,04:57:00,05:06:00,5,28
124,09405,2.0,BUD,VGI,05:06:00,05:17:00,5,29
125,09405,2.0,VGI,SHLU,05:17:00,05:22:00,5,30
126,09405,2.0,SHLU,NRL,05:22:00,05:26:00,5,31
127,09405,2.0,NRL,BVS,05:26:00,05:33:00,5,32
128,09405,2.0,BVS,KJT,05:33:00,05:41:00,5,33
129,09405,2.0,KJT,PDI,05:41:00,05:44:00,5,34
130,09405,2.0,PDI,KAD,05:44:00,06:07:00,5,35
131,09405,2.0,KAD,LNL,06:07:00,06:11:00,5,36
132,09405,2.0,LNL,MVL,06:11:00,06:19:00,5,37
133,09405,2.0,MVL,KMST,06:19:00,06:28:00,5,38
134,09405,2.0,KMST,KNHE,06:28:00,06:33:00,5,39
135,09405,2.0,KNHE,VDN,06:33:00,06:39:00,5,40
136,09405,2.0,VDN,TGN,06:39:00,06:43:00,5,41
137,09405,2.0,TGN,GRWD,06:43:00,06:46:00,5,42
138,09405,2.0,DEHR,AKRD,06:53:00,06:59:00,5,45
139,09405,2.0,AKRD,CCH,06:59:00,07:02:00,5,46
140,09405,2.0,CCH,PMP,07:02:00,07:05:00,5,47
141,09405,2.0,PMP,KSWD,07:05:00,07:07:00,5,48
142,09405,2.0,KSWD,DAPD,07:07:00,07:11:00,5,49
143,09405,2.0,DAPD,KK,07:11:00,07:13:00,5,50
144,09405,2.0,KK,SVJR,07:13:00,07:17:00,5,51
145,09405,2.0,SVJR,PUNE,07:17:00,07:20:00,5,52
146,09406,2.0,KOPR,DI,06:54:00,06:52:00,6,22
147,09406,2.0,DI,THK,06:52:00,06:51:00,6,23
148,09406,2.0,THK,KYN,06:51:00,06:48:00,6,24
149,09406,2.0,KYN,VLDI,06:50:00,06:44:00,6,25
150,09406,2.0,VLDI,ULNR,06:44:00,06:42:00,6,26
151,09406,2.0,ULNR,ABH,06:42:00,06:39:00,6,27
152,09406,2.0,ABH,BUD,06:39:00,06:29:00,6,28
153,09406,2.0,BUD,VGI,06:29:00,06:16:00,6,29
154,09406,2.0,VGI,SHLU,06:16:00,06:12:00,6,30
155,09406,2.0,SHLU,NRL,06:12:00,06:07:00,6,31
156,09406,2.0,NRL,BVS,06:07:00,05:58:00,6,32
157,09406,2.0,BVS,KJT,05:58:00,05:50:00,6,33
158,09406,2.0,KJT,PDI,05:50:00,05:47:00,6,34
159,09406,2.0,PDI,KAD,05:47:00,05:21:00,6,35
160,09406,2.0,KAD,LNL,05:21:00,05:17:00,6,36
161,09406,2.0,LNL,MVL,05:17:00,05:08:00,6,37
162,09406,2.0,MVL,KMST,05:08:00,04:58:00,6,38
163,09406,2.0,KMST,KNHE,04:58:00,04:52:00,6,39
164,09406,2.0,KNHE,VDN,04:52:00,04:46:00,6,40
165,09406,2.0,VDN,TGN,04:46:00,04:41:00,6,41
166,09406,2.0,TGN,GRWD,04:41:00,04:38:00,6,42
167,09406,2.0,DEHR,AKRD,04:30:00,04:24:00,6,45
168,09406,2.0,AKRD,CCH,04:24:00,04:20:00,6,46
169,09406,2.0,CCH,PMP,04:20:00,04:17:00,6,47
170,09406,2.0,PMP,KSWD,04:17:00,04:14:00,6,48
171,09406,2.0,KSWD,DAPD,04:14:00,04:10:00,6,49
172,09406,2.0,DAPD,KK,04:10:00,04:07:00,6,50
173,09406,2.0,KK,SVJR,04:07:00,04:03:00,6,51
174,09406,2.0,SVJR,PUNE,04:03:00,03:40:00,6,52
175,11007,1.0,CSMT,MSD,07:10:00,07:11:00,7,1
176,11007,1.0,MSD,SNRD,07:11:00,07:13:00,7,2
177,11007,1.0,SNRD,BY,07:13:00,07:16:00,7,3
178,11007,1.0,CRD,PR,07:18:00,07:21:00,7,6
179,11007,1.0,PR,DR,07:21:00,07:23:00,7,7
180,11007,1.0,DR,MTN,07:25:00,07:26:00,7,8
181,11007,1.0,MTN,SIN,07:26:00,07:29:00,7,9
182,11007,1.0,SIN,CLA,07:29:00,07:31:00,7,10
183,11007,1.0,CLA,VVH,07:31:00,07:33:00,7,11
184,11007,1.0,VVH,GC,07:33:00,07:35:00,7,12
185,11007,1.0,GC,VK,07:35:00,07:38:00,7,13
186,11007,1.0,BND,NHU,07:42:00,07:43:00,7,15
187,11007,1.0,NHU,MLND,07:43:00,07:45:00,7,16
188,11007,1.0,MLND,TNA,07:45:00,07:48:00,7,17
189,11007,1.0,TNA,KLVA,07:50:00,07:52:00,7,18
190,11007,1.0,KLVA,MBQ,07:52:00,07:56:00,7,19
191,11007,1.0,MBQ,DIVA,07:56:00,07:59:00,7,20
192,11007,1.0,DIVA,KOPR,07:59:00,08:03:00,7,21
193,11007,1.0,KOPR,DI,08:03:00,08:04:00,7,22
194,11007,1.0,DI,THK,08:04:00,08:05:00,7,23
195,11007,1.0,THK,KYN,08:05:00,08:08:00,7,24
196,11007,1.0,KYN,VLDI,08:10:00,08:12:00,7,25
197,11007,1.0,VLDI,ULNR,08:12:00,08:14:00,7,26
198,11007,1.0,ULNR,ABH,08:14:00,08:16:00,7,27
199,11007,1.0,ABH,BUD,08:16:00,08:22:00,7,28
200,11007,1.0,BUD,VGI,08:22:00,08:32:00,7,29
201,11007,1.0,VGI,SHLU,08:32:00,08:35:00,7,30
202,11007,1.0,SHLU,NRL,08:35:00,08:38:00,7,31
203,11007,1.0,NRL,BVS,08:40:00,08:49:00,7,32
204,11007,1.0,BVS,KJT,08:49:00,08:58:00,7,33
205,11007,1.0,KJT,PDI,09:00:00,09:05:00,7,34
206,11007,1.0,PDI,KAD,09:05:00,09:40:00,7,35
207,11007,1.0,KAD,LNL,09:42:00,09:48:00,7,36
208,11007,1.0,LNL,MVL,09:50:00,09:56:00,7,37
209,11007,1.0,MVL,KMST,09:56:00,10:02:00,7,38
210,11007,1.0,KMST,KNHE,10:02:00,10:06:00,7,39
211,11007,1.0,KNHE,VDN,10:06:00,10:10:00,7,40
212,11007,1.0,VDN,TGN,10:10:00,10:13:00,7,41
213,11007,1.0,TGN,GRWD,10:15:00,10:18:00,7,42
214,11007,1.0,DEHR,AKRD,10:24:00,10:29:00,7,45
215,11007,1.0,AKRD,CCH,10:29:00,10:32:00,7,46
216,11007,1.0,CCH,PMP,10:32:00,10:34:00,7,47
217,11007,1.0,PMP,KSWD,10:34:00,10:36:00,7,48
218,11007,1.0,KSWD,DAPD,10:36:00,10:39:00,7,49
219,11007,1.0,DAPD,KK,10:39:00,10:41:00,7,50
220,11007,1.0,KK,SVJR,10:43:00,10:48:00,7,51
221,11007,1.0,SVJR,PUNE,10:50:00,11:10:00,7,52
222,11008,1.0,CSMT,MSD,None,19:37:00,8,1
223,11008,1.0,MSD,SNRD,19:37:00,19:33:00,8,2
224,11008,1.0,SNRD,BY,19:33:00,19:28:00,8,3
225,11008,1.0,CRD,PR,19:23:00,19:18:00,8,6
226,11008,1.0,PR,DR,19:18:00,19:13:00,8,7
227,11008,1.0,DR,MTN,19:15:00,19:12:00,8,8
228,11008,1.0,MTN,SIN,19:12:00,19:09:00,8,9
229,11008,1.0,SIN,CLA,19:09:00,19:06:00,8,10
230,11008,1.0,CLA,VVH,19:06:00,19:03:00,8,11
231,11008,1.0,VVH,GC,19:03:00,19:01:00,8,12
232,11008,1.0,GC,VK,19:01:00,18:57:00,8,13
233,11008,1.0,BND,NHU,18:52:00,18:51:00,8,15
234,11008,1.0,NHU,MLND,18:51:00,18:48:00,8,16
235,11008,1.0,MLND,TNA,18:48:00,18:43:00,8,17
236,11008,1.0,TNA,KLVA,18:45:00,18:41:00,8,18
237,11008,1.0,KLVA,MBQ,18:41:00,18:37:00,8,19
238,11008,1.0,MBQ,DIVA,18:37:00,18:35:00,8,20
239,11008,1.0,DIVA,KOPR,18:35:00,18:31:00,8,21
240,11008,1.0,KOPR,DI,18:31:00,18:29:00,8,22
241,11008,1.0,DI,THK,18:29:00,18:28:00,8,23
242,11008,1.0,THK,KYN,18:28:00,18:20:00,8,24
243,11008,1.0,KYN,VLDI,18:25:00,18:17:00,8,25
244,11008,1.0,VLDI,ULNR,18:17:00,18:15:00,8,26
245,11008,1.0,ULNR,ABH,18:15:00,18:13:00,8,27
246,11008,1.0,ABH,BUD,18:13:00,18:05:00,8,28
247,11008,1.0,BUD,VGI,18:05:00,17:53:00,8,29
248,11008,1.0,VGI,SHLU,17:53:00,17:49:00,8,30
249,11008,1.0,SHLU,NRL,17:49:00,17:44:00,8,31
250,11008,1.0,NRL,BVS,17:44:00,17:37:00,8,32
251,11008,1.0,BVS,KJT,17:37:00,17:28:00,8,33
252,11008,1.0,KJT,PDI,17:30:00,17:22:00,8,34
253,11008,1.0,PDI,KAD,17:22:00,16:43:00,8,35
254,11008,1.0,KAD,LNL,16:45:00,16:33:00,8,36
255,11008,1.0,LNL,MVL,16:35:00,16:27:00,8,37
256,11008,1.0,MVL,KMST,16:27:00,16:20:00,8,38
257,11008,1.0,KMST,KNHE,16:20:00,16:16:00,8,39
258,11008,1.0,KNHE,VDN,16:16:00,16:11:00,8,40
259,11008,1.0,VDN,TGN,16:11:00,16:06:00,8,41
260,11008,1.0,TGN,GRWD,16:08:00,16:04:00,8,42
261,11008,1.0,DEHR,AKRD,15:59:00,15:55:00,8,45
262,11008,1.0,AKRD,CCH,15:55:00,15:53:00,8,46
263,11008,1.0,CCH,PMP,15:53:00,15:51:00,8,47
264,11008,1.0,PMP,KSWD,15:51:00,15:49:00,8,48
265,11008,1.0,KSWD,DAPD,15:49:00,15:47:00,8,49
266,11008,1.0,DAPD,KK,15:47:00,15:42:00,8,50
267,11008,1.0,KK,SVJR,15:45:00,15:35:00,8,51
268,11008,1.0,SVJR,PUNE,15:38:00,None,8,52
269,11009,1.0,CSMT,MSD,14:30:00,14:31:00,9,1
270,11009,1.0,MSD,SNRD,14:31:00,14:33:00,9,2
271,11009,1.0,SNRD,BY,14:33:00,14:36:00,9,3
272,11009,1.0,CRD,PR,14:38:00,14:41:00,9,6
273,11009,1.0,PR,DR,14:41:00,14:43:00,9,7
274,11009,1.0,DR,MTN,14:45:00,14:46:00,9,8
275,11009,1.0,MTN,SIN,14:46:00,14:49:00,9,9
276,11009,1.0,SIN,CLA,14:49:00,14:51:00,9,10
277,11009,1.0,CLA,VVH,14:51:00,14:53:00,9,11
278,11009,1.0,VVH,GC,14:53:00,14:55:00,9,12
279,11009,1.0,GC,VK,14:55:00,14:58:00,9,13
280,11009,1.0,BND,NHU,15:02:00,15:03:00,9,15
281,11009,1.0,NHU,MLND,15:03:00,15:05:00,9,16
282,11009,1.0,MLND,TNA,15:05:00,15:08:00,9,17
283,11009,1.0,TNA,KLVA,15:10:00,15:12:00,9,18
284,11009,1.0,KLVA,MBQ,15:12:00,15:16:00,9,19
285,11009,1.0,MBQ,DIVA,15:16:00,15:19:00,9,20
286,11009,1.0,DIVA,KOPR,15:19:00,15:23:00,9,21
287,11009,1.0,KOPR,DI,15:23:00,15:24:00,9,22
288,11009,1.0,DI,THK,15:24:00,15:25:00,9,23
289,11009,1.0,THK,KYN,15:25:00,15:28:00,9,24
290,11009,1.0,KYN,VLDI,15:30:00,15:32:00,9,25
291,11009,1.0,VLDI,ULNR,15:32:00,15:34:00,9,26
292,11009,1.0,ULNR,ABH,15:34:00,15:36:00,9,27
293,11009,1.0,ABH,BUD,15:36:00,15:42:00,9,28
294,11009,1.0,BUD,VGI,15:42:00,15:51:00,9,29
295,11009,1.0,VGI,SHLU,15:51:00,15:54:00,9,30
296,11009,1.0,SHLU,NRL,15:54:00,15:58:00,9,31
297,11009,1.0,NRL,BVS,15:58:00,16:03:00,9,32
298,11009,1.0,BVS,KJT,16:03:00,16:08:00,9,33
299,11009,1.0,KJT,PDI,16:10:00,16:15:00,9,34
300,11009,1.0,PDI,KAD,16:15:00,16:53:00,9,35
301,11009,1.0,KAD,LNL,16:55:00,17:08:00,9,36
302,11009,1.0,LNL,MVL,17:10:00,17:15:00,9,37
303,11009,1.0,MVL,KMST,17:15:00,17:22:00,9,38
304,11009,1.0,KMST,KNHE,17:22:00,17:25:00,9,39
305,11009,1.0,KNHE,VDN,17:25:00,17:29:00,9,40
306,11009,1.0,VDN,TGN,17:29:00,17:32:00,9,41
307,11009,1.0,TGN,GRWD,17:32:00,17:34:00,9,42
308,11009,1.0,DEHR,AKRD,17:39:00,17:42:00,9,45
309,11009,1.0,AKRD,CCH,17:42:00,17:45:00,9,46
310,11009,1.0,CCH,PMP,17:47:00,17:50:00,9,47
311,11009,1.0,PMP,KSWD,17:52:00,17:55:00,9,48
312,11009,1.0,KSWD,DAPD,17:55:00,18:00:00,9,49
313,11009,1.0,DAPD,KK,18:00:00,18:03:00,9,50
314,11009,1.0,KK,SVJR,18:05:00,18:13:00,9,51
315,11009,1.0,SVJR,PUNE,18:15:00,18:40:00,9,52
316,11010,1.0,CSMT,MSD,None,09:52:00,10,1
317,11010,1.0,MSD,SNRD,09:52:00,09:50:00,10,2
318,11010,1.0,SNRD,BY,09:50:00,09:46:00,10,3
319,11010,1.0,CRD,PR,09:41:00,09:37:00,10,6
320,11010,1.0,PR,DR,09:37:00,09:33:00,10,7
321,11010,1.0,DR,MTN,09:35:00,09:32:00,10,8
322,11010,1.0,MTN,SIN,09:32:00,09:30:00,10,9
323,11010,1.0,SIN,CLA,09:30:00,09:27:00,10,10
324,11010,1.0,CLA,VVH,09:27:00,09:24:00,10,11
325,11010,1.0,VVH,GC,09:24:00,09:23:00,10,12
326,11010,1.0,GC,VK,09:23:00,09:19:00,10,13
327,11010,1.0,BND,NHU,09:15:00,09:13:00,10,15
328,11010,1.0,NHU,MLND,09:13:00,09:11:00,10,16
329,11010,1.0,MLND,TNA,09:11:00,09:08:00,10,17
330,11010,1.0,TNA,KLVA,09:08:00,09:06:00,10,18
331,11010,1.0,KLVA,MBQ,09:06:00,09:01:00,10,19
332,11010,1.0,MBQ,DIVA,09:01:00,08:58:00,10,20
333,11010,1.0,DIVA,KOPR,08:58:00,08:54:00,10,21
334,11010,1.0,KOPR,DI,08:54:00,08:52:00,10,22
335,11010,1.0,DI,THK,08:52:00,08:51:00,10,23
336,11010,1.0,THK,KYN,08:51:00,08:42:00,10,24
337,11010,1.0,KYN,VLDI,08:47:00,08:40:00,10,25
338,11010,1.0,VLDI,ULNR,08:40:00,08:38:00,10,26
339,11010,1.0,ULNR,ABH,08:38:00,08:36:00,10,27
340,11010,1.0,ABH,BUD,08:36:00,08:29:00,10,28
341,11010,1.0,BUD,VGI,08:29:00,08:20:00,10,29
342,11010,1.0,VGI,SHLU,08:20:00,08:16:00,10,30
343,11010,1.0,SHLU,NRL,08:16:00,08:12:00,10,31
344,11010,1.0,NRL,BVS,08:12:00,08:06:00,10,32
345,11010,1.0,BVS,KJT,08:06:00,07:58:00,10,33
346,11010,1.0,KJT,PDI,08:00:00,07:54:00,10,34
347,11010,1.0,PDI,KAD,07:54:00,07:23:00,10,35
348,11010,1.0,KAD,LNL,07:25:00,07:13:00,10,36
349,11010,1.0,LNL,MVL,07:15:00,07:08:00,10,37
350,11010,1.0,MVL,KMST,07:08:00,07:01:00,10,38
351,11010,1.0,KMST,KNHE,07:01:00,06:57:00,10,39
352,11010,1.0,KNHE,VDN,06:57:00,06:53:00,10,40
353,11010,1.0,VDN,TGN,06:53:00,06:50:00,10,41
354,11010,1.0,TGN,GRWD,06:50:00,06:47:00,10,42
355,11010,1.0,DEHR,AKRD,06:42:00,06:38:00,10,45
356,11010,1.0,AKRD,CCH,06:38:00,06:33:00,10,46
357,11010,1.0,CCH,PMP,06:35:00,06:28:00,10,47
358,11010,1.0,PMP,KSWD,06:31:00,06:26:00,10,48
359,11010,1.0,KSWD,DAPD,06:26:00,06:22:00,10,49
360,11010,1.0,DAPD,KK,06:22:00,06:18:00,10,50
361,11010,1.0,KK,SVJR,06:20:00,06:10:00,10,51
362,11010,1.0,SVJR,PUNE,06:13:00,None,10,52
363,11011,1.0,CSMT,MSD,20:23:00,20:24:00,11,1
364,11011,1.0,MSD,SNRD,20:24:00,20:25:00,11,2
365,11011,1.0,SNRD,BY,20:25:00,20:27:00,11,3
366,11011,1.0,CRD,PR,20:30:00,20:32:00,11,6
367,11011,1.0,PR,DR,20:32:00,20:33:00,11,7
368,11011,1.0,DR,MTN,20:35:00,20:36:00,11,8
369,11011,1.0,MTN,SIN,20:36:00,20:39:00,11,9
370,11011,1.0,SIN,CLA,20:39:00,20:41:00,11,10
371,11011,1.0,CLA,VVH,20:41:00,20:43:00,11,11
372,11011,1.0,VVH,GC,20:43:00,20:45:00,11,12
373,11011,1.0,GC,VK,20:45:00,20:48:00,11,13
374,11011,1.0,BND,NHU,20:52:00,20:53:00,11,15
375,11011,1.0,NHU,MLND,20:53:00,20:55:00,11,16
376,11011,1.0,MLND,TNA,20:55:00,20:58:00,11,17
377,11011,1.0,TNA,KLVA,21:00:00,21:03:00,11,18
378,11011,1.0,KLVA,MBQ,21:03:00,21:08:00,11,19
379,11011,1.0,MBQ,DIVA,21:08:00,21:11:00,11,20
380,11011,1.0,DIVA,KOPR,21:11:00,21:16:00,11,21
381,11011,1.0,KOPR,DI,21:16:00,21:18:00,11,22
382,11011,1.0,DI,THK,21:18:00,21:19:00,11,23
383,11011,1.0,THK,KYN,21:19:00,21:23:00,11,24
384,11011,1.0,KYN,VLDI,21:25:00,21:28:00,11,25
385,11011,1.0,VLDI,ULNR,21:28:00,21:29:00,11,26
386,11011,1.0,ULNR,ABH,21:29:00,21:32:00,11,27
387,11011,1.0,ABH,BUD,21:32:00,21:40:00,11,28
388,11011,1.0,BUD,VGI,21:40:00,21:51:00,11,29
389,11011,1.0,VGI,SHLU,21:51:00,21:56:00,11,30
390,11011,1.0,SHLU,NRL,21:56:00,22:00:00,11,31
391,11011,1.0,NRL,BVS,22:00:00,22:07:00,11,32
392,11011,1.0,BVS,KJT,22:07:00,22:13:00,11,33
393,11011,1.0,KJT,PDI,22:15:00,22:20:00,11,34
394,11011,1.0,PDI,KAD,22:20:00,22:52:00,11,35
395,11011,1.0,KAD,LNL,22:52:00,22:58:00,11,36
396,11011,1.0,LNL,MVL,23:00:00,23:08:00,11,37
397,11011,1.0,MVL,KMST,23:08:00,23:18:00,11,38
398,11011,1.0,KMST,KNHE,23:18:00,23:23:00,11,39
399,11011,1.0,KNHE,VDN,23:23:00,23:28:00,11,40
400,11011,1.0,VDN,TGN,23:28:00,23:33:00,11,41
401,11011,1.0,TGN,GRWD,23:33:00,23:36:00,11,42
402,11011,1.0,DEHR,AKRD,23:43:00,23:49:00,11,45
403,11011,1.0,AKRD,CCH,23:49:00,23:52:00,11,46
404,11011,1.0,CCH,PMP,23:52:00,23:55:00,11,47
405,11011,1.0,PMP,KSWD,23:55:00,23:57:00,11,48
406,11011,2.0,DAPD,KK,00:01:00,00:04:00,11,50
407,11011,2.0,KK,SVJR,00:04:00,00:08:00,11,51
408,11011,2.0,SVJR,PUNE,00:08:00,00:10:00,11,52
409,11012,2.0,CSMT,MSD,None,07:23:00,12,1
410,11012,2.0,MSD,SNRD,07:23:00,07:20:00,12,2
411,11012,2.0,SNRD,BY,07:20:00,07:16:00,12,3
412,11012,2.0,CRD,PR,07:12:00,07:08:00,12,6
413,11012,2.0,PR,DR,07:08:00,07:04:00,12,7
414,11012,2.0,DR,MTN,07:06:00,07:03:00,12,8
415,11012,2.0,MTN,SIN,07:03:00,07:00:00,12,9
416,11012,2.0,SIN,CLA,07:00:00,06:58:00,12,10
417,11012,2.0,CLA,VVH,06:58:00,06:55:00,12,11
418,11012,2.0,VVH,GC,06:55:00,06:54:00,12,12
419,11012,2.0,GC,VK,06:54:00,06:50:00,12,13
