train_number,station_code,sequence_number,arrival_time,departure_time,day
12124,DAPD,48.0,07:22:00,07:22:00,1.0
12124,KK,49.0,07:20:00,07:20:00,1.0
12124,SVJR,50.0,07:17:00,07:17:00,1.0
12124,PUNE,51.0,None,07:15:00,1.0
12125,CSMT,1.0,None,16:25:00,1.0
12125,MSD,2.0,16:26:00,16:26:00,1.0
12125,SNRD,3.0,16:28:00,16:28:00,1.0
12125,BY,4.0,16:30:00,16:30:00,1.0
12125,CRD,5.0,16:33:00,16:33:00,1.0
12125,PR,6.0,16:35:00,16:35:00,1.0
12125,DR,7.0,16:37:00,16:39:00,1.0
12125,MTN,8.0,16:40:00,16:40:00,1.0
12125,SIN,9.0,16:42:00,16:42:00,1.0
12125,CLA,10.0,16:44:00,16:44:00,1.0
12125,VVH,11.0,16:46:00,16:46:00,1.0
12125,GC,12.0,16:48:00,16:48:00,1.0
12125,VK,13.0,16:51:00,16:51:00,1.0
12125,BND,14.0,16:54:00,16:54:00,1.0
12125,NHU,15.0,16:55:00,16:55:00,1.0
12125,MLND,16.0,16:57:00,16:57:00,1.0
12125,TNA,17.0,16:59:00,16:59:00,1.0
12125,KLVA,18.0,17:01:00,17:01:00,1.0
12125,MBQ,19.0,17:05:00,17:05:00,1.0
12125,DIVA,20.0,17:07:00,17:07:00,1.0
12125,KOPR,21.0,17:10:00,17:10:00,1.0
12125,DI,22.0,17:11:00,17:11:00,1.0
12125,THK,23.0,17:13:00,17:13:00,1.0
12125,KYN,24.0,17:16:00,17:16:00,1.0
12125,VLDI,25.0,17:17:00,17:17:00,1.0
12125,ULNR,26.0,17:19:00,17:19:00,1.0
12125,ABH,27.0,17:21:00,17:21:00,1.0
12125,BUD,28.0,17:27:00,17:27:00,1.0
12125,VGI,29.0,17:36:00,17:36:00,1.0
12125,SHLU,30.0,17:39:00,17:39:00,1.0
12125,NRL,31.0,17:43:00,17:43:00,1.0
12125,BVS,32.0,17:48:00,17:48:00,1.0
12125,KJT,33.0,17:53:00,17:55:00,1.0
12125,PDI,34.0,18:00:00,18:00:00,1.0
12125,KAD,35.0,18:34:00,18:34:00,1.0
12125,LNL,36.0,18:40:00,18:42:00,1.0
12125,MVL,37.0,18:48:00,18:48:00,1.0
12125,KMST,38.0,18:56:00,18:56:00,1.0
12125,KNHE,39.0,19:00:00,19:00:00,1.0
12125,VDN,40.0,19:04:00,19:04:00,1.0
12125,TGN,41.0,19:08:00,19:08:00,1.0
12125,GRWD,42.0,19:11:00,19:11:00,1.0
12125,DEHR,43.0,19:16:00,19:16:00,1.0
12125,AKRD,44.0,19:21:00,19:21:00,1.0
12125,CCH,45.0,19:24:00,19:24:00,1.0
12125,PMP,46.0,19:26:00,19:26:00,1.0
12125,KSWD,47.0,19:28:00,19:28:00,1.0
12125,DAPD,48.0,19:31:00,19:31:00,1.0
12125,KK,49.0,19:33:00,19:33:00,1.0
12125,SVJR,50.0,19:36:00,19:38:00,1.0
12125,PUNE,51.0,19:53:00,None,1.0
12126,CSMT,1.0,11:10:00,None,1.0
12126,MSD,2.0,11:07:00,11:07:00,1.0
12126,SNRD,3.0,11:05:00,11:05:00,1.0
12126,BY,4.0,11:01:00,11:01:00,1.0
12126,CRD,5.0,10:56:00,10:56:00,1.0
12126,PR,6.0,10:52:00,10:52:00,1.0
12126,DR,7.0,10:48:00,10:50:00,1.0
12126,MTN,8.0,10:46:00,10:46:00,1.0
12126,SIN,9.0,10:44:00,10:44:00,1.0
12126,CLA,10.0,10:41:00,10:41:00,1.0
12126,VVH,11.0,10:38:00,10:38:00,1.0
12126,GC,12.0,10:37:00,10:37:00,1.0
12126,VK,13.0,10:33:00,10:33:00,1.0
12126,BND,14.0,10:29:00,10:29:00,1.0
12126,NHU,15.0,10:28:00,10:28:00,1.0
12126,MLND,16.0,10:25:00,10:25:00,1.0
12126,TNA,17.0,10:23:00,10:23:00,1.0
12126,KLVA,18.0,10:20:00,10:20:00,1.0
12126,MBQ,19.0,10:16:00,10:16:00,1.0
12126,DIVA,20.0,10:13:00,10:13:00,1.0
12126,KOPR,21.0,10:08:00,10:08:00,1.0
12126,DI,22.0,10:07:00,10:07:00,1.0
12126,THK,23.0,10:06:00,10:06:00,1.0
12126,KYN,24.0,10:02:00,10:02:00,1.0
12126,VLDI,25.0,09:59:00,09:59:00,1.0
12126,ULNR,26.0,09:57:00,09:57:00,1.0
12126,ABH,27.0,09:55:00,09:55:00,1.0
12126,BUD,28.0,09:47:00,09:47:00,1.0
12126,VGI,29.0,09:36:00,09:36:00,1.0
12126,SHLU,30.0,09:32:00,09:32:00,1.0
12126,NRL,31.0,09:27:00,09:27:00,1.0
12126,BVS,32.0,09:21:00,09:21:00,1.0
12126,KJT,33.0,09:13:00,09:13:00,1.0
12126,PDI,34.0,09:10:00,09:10:00,1.0
12126,KAD,35.0,08:49:00,08:49:00,1.0
12126,LNL,36.0,08:43:00,08:45:00,1.0
12126,MVL,37.0,08:37:00,08:37:00,1.0
12126,KMST,38.0,08:30:00,08:30:00,1.0
12126,KNHE,39.0,08:26:00,08:26:00,1.0
12126,VDN,40.0,08:22:00,08:22:00,1.0
12126,TGN,41.0,08:18:00,08:18:00,1.0
12126,GRWD,42.0,08:16:00,08:16:00,1.0
12126,DEHR,43.0,08:10:00,08:10:00,1.0
12126,AKRD,44.0,08:06:00,08:06:00,1.0
12126,CCH,45.0,08:04:00,08:04:00,1.0
12126,PMP,46.0,08:02:00,08:02:00,1.0
12126,KSWD,47.0,08:00:00,08:00:00,1.0
12126,DAPD,48.0,07:57:00,07:57:00,1.0
12126,KK,49.0,07:55:00,07:55:00,1.0
12126,SVJR,50.0,07:52:00,07:52:00,1.0
12126,PUNE,51.0,None,07:50:00,1.0
12127,CSMT,1.0,None,06:45:00,1.0
12127,MSD,2.0,06:46:00,06:46:00,1.0
12127,SNRD,3.0,06:48:00,06:48:00,1.0
12127,BY,4.0,06:50:00,06:50:00,1.0
12127,CRD,5.0,06:52:00,06:52:00,1.0
12127,PR,6.0,06:54:00,06:54:00,1.0
12127,DR,7.0,06:56:00,06:58:00,1.0
12127,MTN,8.0,06:59:00,06:59:00,1.0
12127,SIN,9.0,07:01:00,07:01:00,1.0
12127,CLA,10.0,07:03:00,07:03:00,1.0
12127,VVH,11.0,07:04:00,07:04:00,1.0
12127,GC,12.0,07:05:00,07:05:00,1.0
12127,VK,13.0,07:08:00,07:08:00,1.0
12127,BND,14.0,07:10:00,07:10:00,1.0
12127,NHU,15.0,07:11:00,07:11:00,1.0
12127,MLND,16.0,07:13:00,07:13:00,1.0
12127,TNA,17.0,07:15:00,07:17:00,1.0
12127,KLVA,18.0,07:20:00,07:20:00,1.0
12127,MBQ,19.0,07:24:00,07:24:00,1.0
12127,DIVA,20.0,07:27:00,07:27:00,1.0
12127,KOPR,21.0,07:31:00,07:31:00,1.0
12127,DI,22.0,07:32:00,07:32:00,1.0
12127,THK,23.0,07:34:00,07:34:00,1.0
12127,KYN,24.0,07:37:00,07:37:00,1.0
12127,VLDI,25.0,07:40:00,07:40:00,1.0
12127,ULNR,26.0,07:41:00,07:41:00,1.0
12127,ABH,27.0,07:44:00,07:44:00,1.0
12127,BUD,28.0,07:52:00,07:52:00,1.0
12127,VGI,29.0,08:02:00,08:02:00,1.0
12127,SHLU,30.0,08:06:00,08:06:00,1.0
12127,NRL,31.0,08:10:00,08:10:00,1.0
12127,BVS,32.0,08:17:00,08:17:00,1.0
12127,KJT,33.0,08:24:00,08:24:00,1.0
12127,PDI,34.0,08:27:00,08:27:00,1.0
12127,KAD,35.0,08:48:00,08:48:00,1.0
12127,LNL,36.0,08:50:00,08:52:00,1.0
12127,MVL,37.0,08:59:00,08:59:00,1.0
12127,KMST,38.0,09:07:00,09:07:00,1.0
12127,KNHE,39.0,09:11:00,09:11:00,1.0
12127,VDN,40.0,09:16:00,09:16:00,1.0
12127,TGN,41.0,09:20:00,09:20:00,1.0
12127,GRWD,42.0,09:23:00,09:23:00,1.0
12127,DEHR,43.0,09:29:00,09:29:00,1.0
12127,AKRD,44.0,09:34:00,09:34:00,1.0
12127,CCH,45.0,09:37:00,09:37:00,1.0
12127,PMP,46.0,09:39:00,09:39:00,1.0
12127,KSWD,47.0,09:41:00,09:41:00,1.0
12127,DAPD,48.0,09:44:00,09:44:00,1.0
12127,KK,49.0,09:47:00,09:47:00,1.0
12127,SVJR,50.0,09:50:00,09:50:00,1.0
12127,PUNE,51.0,09:52:00,None,1.0
12128,CSMT,1.0,21:00:00,None,1.0
12128,MSD,2.0,20:57:00,20:57:00,1.0
12128,SNRD,3.0,20:55:00,20:55:00,1.0
12128,BY,4.0,20:50:00,20:50:00,1.0
12128,CRD,5.0,20:46:00,20:46:00,1.0
12128,PR,6.0,20:41:00,20:41:00,1.0
12128,DR,7.0,20:37:00,20:39:00,1.0
12128,MTN,8.0,20:36:00,20:36:00,1.0
12128,SIN,9.0,20:34:00,20:34:00,1.0
12128,CLA,10.0,20:33:00,20:33:00,1.0
12128,VVH,11.0,20:31:00,20:31:00,1.0
12128,GC,12.0,20:30:00,20:30:00,1.0
12128,VK,13.0,20:27:00,20:27:00,1.0
12128,BND,14.0,20:25:00,20:25:00,1.0
12128,NHU,15.0,20:23:00,20:23:00,1.0
12128,MLND,16.0,20:22:00,20:22:00,1.0
12128,TNA,17.0,20:18:00,20:20:00,1.0
12128,KLVA,18.0,20:16:00,20:16:00,1.0
12128,MBQ,19.0,20:12:00,20:12:00,1.0
12128,DIVA,20.0,20:09:00,20:09:00,1.0
12128,KOPR,21.0,20:05:00,20:05:00,1.0
12128,DI,22.0,20:04:00,20:04:00,1.0
12128,THK,23.0,20:03:00,20:03:00,1.0
12128,KYN,24.0,19:59:00,19:59:00,1.0
12128,VLDI,25.0,19:57:00,19:57:00,1.0
12128,ULNR,26.0,19:55:00,19:55:00,1.0
12128,ABH,27.0,19:53:00,19:53:00,1.0
12128,BUD,28.0,19:45:00,19:45:00,1.0
12128,VGI,29.0,19:35:00,19:35:00,1.0
12128,SHLU,30.0,19:31:00,19:31:00,1.0
12128,NRL,31.0,19:27:00,19:27:00,1.0
12128,BVS,32.0,19:21:00,19:21:00,1.0
12128,KJT,33.0,19:14:00,19:14:00,1.0
12128,PDI,34.0,19:12:00,19:12:00,1.0
12128,KAD,35.0,18:52:00,18:52:00,1.0
12128,LNL,36.0,18:46:00,18:48:00,1.0
12128,MVL,37.0,18:40:00,18:40:00,1.0
12128,KMST,38.0,18:33:00,18:33:00,1.0
12128,KNHE,39.0,18:30:00,18:30:00,1.0
12128,VDN,40.0,18:26:00,18:26:00,1.0
12128,TGN,41.0,18:22:00,18:22:00,1.0
12128,GRWD,42.0,18:20:00,18:20:00,1.0
12128,DEHR,43.0,18:15:00,18:15:00,1.0
12128,AKRD,44.0,18:11:00,18:11:00,1.0
12128,CCH,45.0,18:08:00,18:08:00,1.0
12128,PMP,46.0,18:06:00,18:06:00,1.0
12128,KSWD,47.0,18:05:00,18:05:00,1.0
12128,DAPD,48.0,18:02:00,18:02:00,1.0
12128,KK,49.0,18:00:00,18:00:00,1.0
12128,SVJR,50.0,17:57:00,17:57:00,1.0
12128,PUNE,51.0,None,17:55:00,1.0
12163,DR,1.0,None,20:30:00,1.0
12163,MTN,2.0,20:31:00,20:31:00,1.0
12163,SIN,3.0,20:34:00,20:34:00,1.0
12163,CLA,4.0,20:36:00,20:36:00,1.0
12163,VVH,5.0,20:38:00,20:38:00,1.0
12163,GC,6.0,20:39:00,20:39:00,1.0
12163,VK,7.0,20:43:00,20:43:00,1.0
12163,BND,8.0,20:46:00,20:46:00,1.0
12163,NHU,9.0,20:48:00,20:48:00,1.0
12163,MLND,10.0,20:49:00,20:49:00,1.0
12163,TNA,11.0,20:52:00,20:52:00,1.0
12163,KLVA,12.0,20:54:00,20:54:00,1.0
12163,MBQ,13.0,20:58:00,20:58:00,1.0
12163,DIVA,14.0,21:00:00,21:00:00,1.0
12163,KOPR,15.0,21:04:00,21:04:00,1.0
12163,DI,16.0,21:05:00,21:05:00,1.0
12163,THK,17.0,21:07:00,21:07:00,1.0
12163,KYN,18.0,21:10:00,21:15:00,1.0
12163,VLDI,19.0,21:18:00,21:18:00,1.0
12163,ULNR,20.0,21:20:00,21:20:00,1.0
12163,ABH,21.0,21:23:00,21:23:00,1.0
12163,BUD,22.0,21:33:00,21:33:00,1.0
12163,VGI,23.0,21:47:00,21:47:00,1.0
12163,SHLU,24.0,21:52:00,21:52:00,1.0
12163,NRL,25.0,21:57:00,21:57:00,1.0
12163,BVS,26.0,22:06:00,22:06:00,1.0
12163,KJT,27.0,22:14:00,22:14:00,1.0
12163,PDI,28.0,22:18:00,22:18:00,1.0
12163,KAD,29.0,22:45:00,22:45:00,1.0
12163,LNL,30.0,22:48:00,22:50:00,1.0
12163,MVL,31.0,22:58:00,22:58:00,1.0
12163,KMST,32.0,23:09:00,23:09:00,1.0
12163,KNHE,33.0,23:14:00,23:14:00,1.0
12163,VDN,34.0,23:20:00,23:20:00,1.0
12163,TGN,35.0,23:25:00,23:25:00,1.0
12163,GRWD,36.0,23:28:00,23:28:00,1.0
12163,DEHR,37.0,23:36:00,23:36:00,1.0
12163,AKRD,38.0,23:42:00,23:42:00,1.0
12163,CCH,39.0,23:46:00,23:46:00,1.0
12163,PMP,40.0,23:49:00,23:49:00,1.0
12163,KSWD,41.0,23:51:00,23:51:00,1.0
12163,DAPD,42.0,23:56:00,23:56:00,1.0
12163,KK,43.0,23:58:00,23:58:00,1.0
12163,SVJR,1.0,00:02:00,00:02:00,2.0
12163,PUNE,2.0,00:05:00,00:10:00,2.0
12163,BGWI,,None,None,
12164,DR,1.0,06:00:00,None,2.0
12164,MTN,2.0,05:59:00,05:59:00,2.0
12164,SIN,3.0,05:56:00,05:56:00,2.0
12164,CLA,4.0,05:53:00,05:53:00,2.0
12164,VVH,5.0,05:50:00,05:50:00,2.0
12164,GC,6.0,05:48:00,05:48:00,2.0
12164,VK,7.0,05:43:00,05:43:00,2.0
12164,BND,8.0,05:39:00,05:39:00,2.0
12164,NHU,9.0,05:37:00,05:37:00,2.0
12164,MLND,10.0,05:34:00,05:34:00,2.0
12164,TNA,11.0,05:31:00,05:31:00,2.0
12164,KLVA,12.0,05:27:00,05:27:00,2.0
12164,MBQ,13.0,05:22:00,05:22:00,2.0
12164,DIVA,14.0,05:18:00,05:18:00,2.0
12164,KOPR,15.0,05:13:00,05:13:00,2.0
12164,DI,16.0,05:11:00,05:11:00,2.0
12164,THK,17.0,05:10:00,05:10:00,2.0
12164,KYN,18.0,05:04:00,05:05:00,2.0
12164,VLDI,19.0,05:02:00,05:02:00,2.0
12164,ULNR,20.0,05:00:00,05:00:00,2.0
12164,ABH,21.0,04:57:00,04:57:00,2.0
12164,BUD,22.0,04:48:00,04:48:00,2.0
12164,VGI,23.0,04:35:00,04:35:00,2.0
12164,SHLU,24.0,04:30:00,04:30:00,2.0
12164,NRL,25.0,04:25:00,04:25:00,2.0
12164,BVS,26.0,04:17:00,04:17:00,2.0
12164,KJT,27.0,04:08:00,04:08:00,2.0
12164,PDI,28.0,04:05:00,04:05:00,2.0
12164,KAD,29.0,03:40:00,03:40:00,2.0
12164,LNL,30.0,03:34:00,03:35:00,2.0
12164,MVL,31.0,03:28:00,03:28:00,2.0
12164,KMST,32.0,03:19:00,03:19:00,2.0
12164,KNHE,33.0,03:15:00,03:15:00,2.0
12164,VDN,34.0,03:10:00,03:10:00,2.0
12164,TGN,35.0,03:07:00,03:07:00,2.0
12164,GRWD,36.0,03:04:00,03:04:00,2.0
12164,DEHR,37.0,02:58:00,02:58:00,2.0
12164,AKRD,38.0,02:53:00,02:53:00,2.0
12164,CCH,39.0,02:50:00,02:50:00,2.0
12164,PMP,40.0,02:48:00,02:48:00,2.0
12164,KSWD,41.0,02:46:00,02:46:00,2.0
12164,DAPD,42.0,02:43:00,02:43:00,2.0
12164,KK,43.0,02:41:00,02:41:00,2.0
12164,SVJR,44.0,02:37:00,02:37:00,2.0
12164,PUNE,45.0,02:25:00,02:35:00,2.0
12164,BGWI,,None,None,
12219,VVH,1.0,23:06:00,23:06:00,1.0
12219,GC,2.0,23:08:00,23:08:00,1.0
12219,VK,3.0,23:11:00,23:11:00,1.0
12219,BND,4.0,23:14:00,23:14:00,1.0
12219,NHU,5.0,23:16:00,23:16:00,1.0
12219,MLND,6.0,23:18:00,23:18:00,1.0
12219,TNA,7.0,23:21:00,23:21:00,1.0
12219,KLVA,8.0,23:23:00,23:23:00,1.0
12219,MBQ,9.0,23:27:00,23:27:00,1.0
12219,DIVA,10.0,23:30:00,23:30:00,1.0
12219,KOPR,11.0,23:34:00,23:34:00,1.0
12219,DI,12.0,23:35:00,23:35:00,1.0
12219,THK,13.0,23:36:00,23:36:00,1.0
12219,KYN,14.0,23:40:00,23:40:00,1.0
12219,VLDI,15.0,23:42:00,23:42:00,1.0
12219,ULNR,16.0,23:44:00,23:44:00,1.0
12219,ABH,17.0,23:46:00,23:46:00,1.0
12219,BUD,18.0,23:53:00,23:53:00,1.0
12219,VGI,1.0,00:03:00,00:03:00,2.0
12219,SHLU,2.0,00:07:00,00:07:00,2.0
12219,NRL,3.0,00:11:00,00:11:00,2.0
12219,BVS,4.0,00:17:00,00:17:00,2.0
12219,KJT,5.0,00:24:00,00:24:00,2.0
12219,PDI,6.0,00:26:00,00:26:00,2.0
12219,KAD,7.0,00:46:00,00:46:00,2.0
12219,LNL,8.0,00:49:00,00:49:00,2.0
12219,MVL,9.0,00:56:00,00:56:00,2.0
12219,KMST,10.0,01:04:00,01:04:00,2.0
12219,KNHE,11.0,01:09:00,01:09:00,2.0
12219,VDN,12.0,01:14:00,01:14:00,2.0
12219,TGN,13.0,01:17:00,01:17:00,2.0
12219,GRWD,14.0,01:20:00,01:20:00,2.0
12219,DEHR,15.0,01:26:00,01:26:00,2.0
12219,AKRD,16.0,01:31:00,01:31:00,2.0
12219,CCH,17.0,01:34:00,01:34:00,2.0
12219,PMP,18.0,01:36:00,01:36:00,2.0
12219,KSWD,19.0,01:38:00,01:38:00,2.0
12219,DAPD,20.0,01:42:00,01:42:00,2.0
12219,KK,21.0,01:44:00,01:44:00,2.0
12219,SVJR,22.0,01:47:00,01:47:00,2.0
12219,PUNE,23.0,01:49:00,01:49:00,2.0
12220,VVH,1.0,11:05:00,11:05:00,2.0
12220,GC,2.0,11:05:00,11:05:00,2.0
12220,VK,3.0,11:05:00,11:05:00,2.0
12220,BND,4.0,11:02:00,11:02:00,2.0
12220,NHU,5.0,11:00:00,11:00:00,2.0
12220,MLND,6.0,10:58:00,10:58:00,2.0
12220,TNA,7.0,10:56:00,10:56:00,2.0
12220,KLVA,8.0,10:53:00,10:53:00,2.0
12220,MBQ,9.0,10:49:00,10:49:00,2.0
12220,DIVA,10.0,10:47:00,10:47:00,2.0
12220,KOPR,11.0,10:43:00,10:43:00,2.0
12220,DI,12.0,10:41:00,10:41:00,2.0
12220,THK,13.0,10:40:00,10:40:00,2.0
12220,KYN,14.0,10:37:00,10:37:00,2.0
12220,VLDI,15.0,10:35:00,10:35:00,2.0
12220,ULNR,16.0,10:33:00,10:33:00,2.0
12220,ABH,17.0,10:30:00,10:30:00,2.0
12220,BUD,18.0,10:23:00,10:23:00,2.0
12220,VGI,19.0,10:13:00,10:13:00,2.0
12220,SHLU,20.0,10:09:00,10:09:00,2.0
12220,NRL,21.0,10:05:00,10:05:00,2.0
12220,BVS,22.0,09:59:00,09:59:00,2.0
12220,KJT,23.0,09:53:00,09:53:00,2.0
12220,PDI,24.0,09:50:00,09:50:00,2.0
12220,KAD,25.0,09:30:00,09:30:00,2.0
12220,LNL,26.0,09:27:00,09:27:00,2.0
12220,MVL,27.0,09:20:00,09:20:00,2.0
12220,KMST,28.0,09:12:00,09:12:00,2.0
12220,KNHE,29.0,09:08:00,09:08:00,2.0
12220,VDN,30.0,09:03:00,09:03:00,2.0
12220,TGN,31.0,08:59:00,08:59:00,2.0
12220,GRWD,32.0,08:56:00,08:56:00,2.0
12220,DEHR,33.0,08:50:00,08:50:00,2.0
12220,AKRD,34.0,08:45:00,08:45:00,2.0
12220,CCH,35.0,08:42:00,08:42:00,2.0
12220,PMP,36.0,08:40:00,08:40:00,2.0
12220,KSWD,37.0,08:38:00,08:38:00,2.0
12220,DAPD,38.0,08:35:00,08:35:00,2.0
12220,KK,39.0,08:33:00,08:33:00,2.0
12220,SVJR,40.0,08:29:00,08:29:00,2.0
12220,PUNE,41.0,08:27:00,08:27:00,2.0
12263,KOPR,1.0,13:08:00,13:08:00,1.0
12263,DI,2.0,13:04:00,13:04:00,1.0
12263,THK,3.0,13:03:00,13:03:00,1.0
12263,KYN,4.0,13:00:00,13:00:00,1.0
12263,VLDI,5.0,12:59:00,12:59:00,1.0
12263,ULNR,6.0,12:57:00,12:57:00,1.0
12263,ABH,7.0,12:55:00,12:55:00,1.0
12263,BUD,8.0,12:49:00,12:49:00,1.0
12263,VGI,9.0,12:40:00,12:40:00,1.0
12263,SHLU,10.0,12:37:00,12:37:00,1.0
12263,NRL,11.0,12:34:00,12:34:00,1.0
12263,BVS,12.0,12:28:00,12:28:00,1.0
12263,KJT,13.0,12:23:00,12:23:00,1.0
12263,PDI,14.0,12:21:00,12:21:00,1.0
12263,KAD,15.0,12:04:00,12:04:00,1.0
12263,LNL,16.0,12:01:00,12:01:00,1.0
12263,MVL,17.0,11:55:00,11:55:00,1.0
12263,KMST,18.0,11:48:00,11:48:00,1.0
12263,KNHE,19.0,11:45:00,11:45:00,1.0
12263,VDN,20.0,11:40:00,11:40:00,1.0
12263,TGN,21.0,11:37:00,11:37:00,1.0
12263,GRWD,22.0,11:35:00,11:35:00,1.0
12263,DEHR,23.0,11:30:00,11:30:00,1.0
12263,AKRD,24.0,11:26:00,11:26:00,1.0
12263,CCH,25.0,11:23:00,11:23:00,1.0
12263,PMP,26.0,11:21:00,11:21:00,1.0
12263,KSWD,27.0,11:19:00,11:19:00,1.0
12263,DAPD,28.0,11:17:00,11:17:00,1.0
12263,KK,29.0,11:15:00,11:15:00,1.0
12263,SVJR,30.0,11:12:00,11:12:00,1.0
12263,PUNE,31.0,None,11:10:00,1.0
12264,KOPR,1.0,05:06:00,05:06:00,2.0
12264,DI,2.0,05:10:00,05:10:00,2.0
12264,THK,3.0,05:11:00,05:11:00,2.0
12264,KYN,4.0,05:14:00,05:14:00,2.0
12264,VLDI,5.0,05:16:00,05:16:00,2.0
12264,ULNR,6.0,05:17:00,05:17:00,2.0
12264,ABH,7.0,05:19:00,05:19:00,2.0
12264,BUD,8.0,05:25:00,05:25:00,2.0
12264,VGI,9.0,05:34:00,05:34:00,2.0
12264,SHLU,10.0,05:37:00,05:37:00,2.0
12264,NRL,11.0,05:40:00,05:40:00,2.0
12264,BVS,12.0,05:46:00,05:46:00,2.0
12264,KJT,13.0,05:51:00,05:51:00,2.0
12264,PDI,14.0,05:54:00,05:54:00,2.0
12264,KAD,15.0,06:10:00,06:10:00,2.0
12264,LNL,16.0,06:13:00,06:13:00,2.0
12264,MVL,17.0,06:19:00,06:19:00,2.0
12264,KMST,18.0,06:26:00,06:26:00,2.0
12264,KNHE,19.0,06:29:00,06:29:00,2.0
12264,VDN,20.0,06:33:00,06:33:00,2.0
12264,TGN,21.0,06:37:00,06:37:00,2.0
12264,GRWD,22.0,06:39:00,06:39:00,2.0
12264,DEHR,23.0,06:44:00,06:44:00,2.0
12264,AKRD,24.0,06:48:00,06:48:00,2.0
12264,CCH,25.0,06:51:00,06:51:00,2.0
12264,PMP,26.0,06:53:00,06:53:00,2.0
12264,KSWD,27.0,06:54:00,06:54:00,2.0
12264,DAPD,28.0,06:57:00,06:57:00,2.0
12264,KK,29.0,06:59:00,06:59:00,2.0
12264,SVJR,30.0,07:00:00,07:00:00,2.0
12264,PUNE,31.0,07:00:00,None,2.0
12525,CSMT,1.0,None,05:40:00,1.0
12525,MSD,2.0,05:41:00,05:41:00,1.0
12525,SNRD,3.0,05:43:00,05:43:00,1.0
12525,BY,4.0,05:45:00,05:45:00,1.0
12525,CRD,5.0,05:47:00,05:47:00,1.0
12525,PR,6.0,05:49:00,05:49:00,1.0
12525,DR,7.0,05:51:00,05:53:00,1.0
12525,MTN,8.0,05:54:00,05:54:00,1.0
12525,SIN,9.0,05:56:00,05:56:00,1.0
12525,CLA,10.0,05:59:00,05:59:00,1.0
12525,VVH,11.0,06:01:00,06:01:00,1.0
12525,GC,12.0,06:02:00,06:02:00,1.0
12525,VK,13.0,06:05:00,06:05:00,1.0
12525,BND,14.0,06:08:00,06:08:00,1.0
12525,NHU,15.0,06:10:00,06:10:00,1.0
12525,MLND,16.0,06:11:00,06:11:00,1.0
12525,TNA,17.0,06:14:00,06:16:00,1.0
12525,KLVA,18.0,06:18:00,06:18:00,1.0
12525,MBQ,19.0,06:23:00,06:23:00,1.0
12525,DIVA,20.0,06:25:00,06:25:00,1.0
12525,KOPR,21.0,06:29:00,06:29:00,1.0
12525,DI,22.0,06:31:00,06:31:00,1.0
12525,THK,23.0,06:32:00,06:32:00,1.0
12525,KYN,24.0,06:35:00,06:37:00,1.0
12525,VLDI,25.0,06:39:00,06:39:00,1.0
12525,ULNR,26.0,06:41:00,06:41:00,1.0
12525,ABH,27.0,06:43:00,06:43:00,1.0
12525,BUD,28.0,06:49:00,06:49:00,1.0
12525,VGI,29.0,06:58:00,06:58:00,1.0
12525,SHLU,30.0,07:01:00,07:01:00,1.0
12525,NRL,31.0,07:05:00,07:05:00,1.0
12525,BVS,32.0,07:10:00,07:10:00,1.0
12525,KJT,33.0,07:15:00,07:17:00,1.0
12525,PDI,34.0,07:22:00,07:22:00,1.0
12525,KAD,35.0,07:54:00,07:54:00,1.0
12525,LNL,36.0,08:00:00,08:02:00,1.0
12525,MVL,37.0,08:08:00,08:08:00,1.0
12525,KMST,38.0,08:14:00,08:14:00,1.0
12525,KNHE,39.0,08:18:00,08:18:00,1.0
12525,VDN,40.0,08:22:00,08:22:00,1.0
12525,TGN,41.0,08:25:00,08:25:00,1.0
12525,GRWD,42.0,08:27:00,08:27:00,1.0
12525,DEHR,43.0,08:33:00,08:33:00,1.0
12525,AKRD,44.0,08:36:00,08:36:00,1.0
12525,CCH,45.0,08:39:00,08:39:00,1.0
12525,PMP,46.0,08:41:00,08:41:00,1.0
12525,KSWD,47.0,08:42:00,08:42:00,1.0
12525,DAPD,48.0,08:45:00,08:45:00,1.0
12525,KK,49.0,08:47:00,08:47:00,1.0
12525,SVJR,50.0,08:50:00,08:52:00,1.0
12525,PUNE,51.0,09:08:00,None,1.0
12526,CSMT,1.0,21:55:00,None,1.0
12526,MSD,2.0,21:52:00,21:52:00,1.0
12526,SNRD,3.0,21:50:00,21:50:00,1.0
12526,BY,4.0,21:46:00,21:46:00,1.0
12526,CRD,5.0,21:41:00,21:41:00,1.0
12526,PR,6.0,21:37:00,21:37:00,1.0
12526,DR,7.0,21:33:00,21:35:00,1.0
12526,MTN,8.0,21:32:00,21:32:00,1.0
12526,SIN,9.0,21:29:00,21:29:00,1.0
12526,CLA,10.0,21:27:00,21:27:00,1.0
12526,VVH,11.0,21:25:00,21:25:00,1.0
12526,GC,12.0,21:23:00,21:23:00,1.0
12526,VK,13.0,21:20:00,21:20:00,1.0
12526,BND,14.0,21:16:00,21:16:00,1.0
12526,NHU,15.0,21:15:00,21:15:00,1.0
12526,MLND,16.0,21:12:00,21:12:00,1.0
12526,TNA,17.0,21:08:00,21:10:00,1.0
12526,KLVA,18.0,21:06:00,21:06:00,1.0
12526,MBQ,19.0,21:03:00,21:03:00,1.0
12526,DIVA,20.0,21:00:00,21:00:00,1.0
12526,KOPR,21.0,20:57:00,20:57:00,1.0
12526,DI,22.0,20:56:00,20:56:00,1.0
